Klassenname,Beschreibung,Studio Name,Standort,Kategorie,Datum,URL_E,Zeit
,"Entdecke die Bedeutung von Stretching beim Poledance – Unser Poledance Stretching-Kurs für mehr Flexibilität und Eleganz! Ein wichtiger Aspekt im Poledance ist Flexibilität, um elegante Bewegungen und beeindruckende Posen auszuführen. Unser Poledance Stretching-Kurs bietet dir die Möglichkeit, deine Flexibilität zu verbessern und dadurch deinen Tanzstil zu verfeinern! Was erwartet dich in unserem Poledance Stretching-Kurs? Erlebe die Vorteile eines gezielten Stretching-Programms und melde dich jetzt zum Poledance Stretching-Kurs an! Unser Stretching-Kurs ist für alle Levels geeignet, egal ob du Anfänger/in oder Fortgeschrittene/r bist. Wenn du deine Flexibilität verbessern und dich geschmeidiger an der Stange bewegen möchtest, ist dieser Kurs genau das Richtige für dich! Entdecke die Kraft der Dehnung und erlebe, wie sich deine Flexibilität und Eleganz im Poledance stetig verbessern! Wir freuen uns darauf, dich auf deinem Weg zu mehr Flexibilität zu begleiten und gemeinsam zu strahlen!  ",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Samstag, 27. Januar 2024",https://www.eversports.de/e/class/qJxFUHI,11:15 - 12:25
,"Du hast bereits die Grundlagen des Poledance gemeistert und möchtest nun deine Fähigkeiten auf das nächste Level bringen? Dann ist unser Poledance Intermediate-Kurs genau das Richtige für dich! Was erwartet dich in unserem Poledance Intermediate-Kurs? Bist du bereit für die nächste Stufe? Dann melde dich jetzt zum Poledance Intermediate-Kurs an und entdecke die grenzenlosen Möglichkeiten, die das Poledancing bieten kann! In diesem Kurs kannst du jederzeit eingesteigen, wenn du bereits die Pole Basics beherrschst. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Invert Figuren nur begrenzt aufeinander auf, sodass auch ein Quereinstieg für Pole Schüler mit Vorerfahrung jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/y6RvW8U,10:45 - 11:55
,"Tauche ein in die Welt des Poledance auf höchstem Niveau – Unser Poledance Advanced-Kurs für wahre Enthusiasten! Du beherrschst bereits eine Vielzahl von fortgeschrittenen Tricks und möchtest dich weiterentwickeln? In unserem Poledance Advanced-Kurs erwartet dich eine faszinierende Reise zu neuen Höhen und herausfordernden Bewegungen! Was erwartet dich in unserem Poledance Advanced-Kurs? 1.    Komplexere und anspruchsvollere Tricks: In diesem Kurs werden wir uns mit komplexeren, akrobatischen Tricks und Kombinationen beschäftigen, die deine Technik auf die nächste Stufe bringen. 2.    Dynamische Spins und Inverts: Wir werden dich in die Welt der dynamischen Spins und Inverts einführen, die eine Mischung aus Kraft, Geschwindigkeit und Eleganz erfordern. 3.    Flexibilität und Contortion: Der Advanced-Kurs wird deinen Fokus auf Flexibilität und Contortion legen, um atemberaubende Posen und Übergänge zu ermöglichen. 4.    Perfektionierung der Technik: Unsere erfahrenen Trainerinnen werden dir dabei helfen, deine Technik zu verfeinern und deine Bewegungen präzise und elegant auszuführen.   In diesem Kurs werden zum Beispiel Kombinationen mit Handsprings oder Figuren wie der Cocoon, Russian Layback oder Deadlifts unterrichtet. Du solltest für diesen Kurs alle gängigen Inverts und die Figuren der Beginner- und Intermediate Kurse beherrschen.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/Cj4oGqF,12:00 - 13:10
,"Du hast bereits die Grundlagen des Poledance gemeistert und möchtest nun deine Fähigkeiten auf das nächste Level bringen? Dann ist unser Poledance Intermediate-Kurs genau das Richtige für dich! Was erwartet dich in unserem Poledance Intermediate-Kurs? Bist du bereit für die nächste Stufe? Dann melde dich jetzt zum Poledance Intermediate-Kurs an und entdecke die grenzenlosen Möglichkeiten, die das Poledancing bieten kann! In diesem Kurs kannst du jederzeit eingesteigen, wenn du bereits die Pole Basics beherrschst. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Invert Figuren nur begrenzt aufeinander auf, sodass auch ein Quereinstieg für Pole Schüler mit Vorerfahrung jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/Z1TdXjm,12:10 - 13:20
,"Entdecke die Bedeutung von Stretching beim Poledance – Unser Poledance Stretching-Kurs für mehr Flexibilität und Eleganz! Ein wichtiger Aspekt im Poledance ist Flexibilität, um elegante Bewegungen und beeindruckende Posen auszuführen. Unser Poledance Stretching-Kurs bietet dir die Möglichkeit, deine Flexibilität zu verbessern und dadurch deinen Tanzstil zu verfeinern! Was erwartet dich in unserem Poledance Stretching-Kurs? Erlebe die Vorteile eines gezielten Stretching-Programms und melde dich jetzt zum Poledance Stretching-Kurs an! Unser Stretching-Kurs ist für alle Levels geeignet, egal ob du Anfänger/in oder Fortgeschrittene/r bist. Wenn du deine Flexibilität verbessern und dich geschmeidiger an der Stange bewegen möchtest, ist dieser Kurs genau das Richtige für dich! Entdecke die Kraft der Dehnung und erlebe, wie sich deine Flexibilität und Eleganz im Poledance stetig verbessern! Wir freuen uns darauf, dich auf deinem Weg zu mehr Flexibilität zu begleiten und gemeinsam zu strahlen!  ",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/CrQySyu,13:20 - 14:30
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/Ss3VeGN,13:30 - 14:40
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/jyF1sHR,14:45 - 15:55
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/H66tz-Q,16:45 - 17:55
,"Tauche ein in die Welt des Poledance auf höchstem Niveau – Unser Poledance Advanced-Kurs für wahre Enthusiasten! Du beherrschst bereits eine Vielzahl von fortgeschrittenen Tricks und möchtest dich weiterentwickeln? In unserem Poledance Advanced-Kurs erwartet dich eine faszinierende Reise zu neuen Höhen und herausfordernden Bewegungen! Was erwartet dich in unserem Poledance Advanced-Kurs? 1.    Komplexere und anspruchsvollere Tricks: In diesem Kurs werden wir uns mit komplexeren, akrobatischen Tricks und Kombinationen beschäftigen, die deine Technik auf die nächste Stufe bringen. 2.    Dynamische Spins und Inverts: Wir werden dich in die Welt der dynamischen Spins und Inverts einführen, die eine Mischung aus Kraft, Geschwindigkeit und Eleganz erfordern. 3.    Flexibilität und Contortion: Der Advanced-Kurs wird deinen Fokus auf Flexibilität und Contortion legen, um atemberaubende Posen und Übergänge zu ermöglichen. 4.    Perfektionierung der Technik: Unsere erfahrenen Trainerinnen werden dir dabei helfen, deine Technik zu verfeinern und deine Bewegungen präzise und elegant auszuführen.   In diesem Kurs werden zum Beispiel Kombinationen mit Handsprings oder Figuren wie der Cocoon, Russian Layback oder Deadlifts unterrichtet. Du solltest für diesen Kurs alle gängigen Inverts und die Figuren der Beginner- und Intermediate Kurse beherrschen.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/2NDJXC4,18:00 - 19:10
,"Entdecke die Bedeutung von Stretching beim Poledance – Unser Poledance Stretching-Kurs für mehr Flexibilität und Eleganz! Ein wichtiger Aspekt im Poledance ist Flexibilität, um elegante Bewegungen und beeindruckende Posen auszuführen. Unser Poledance Stretching-Kurs bietet dir die Möglichkeit, deine Flexibilität zu verbessern und dadurch deinen Tanzstil zu verfeinern! Was erwartet dich in unserem Poledance Stretching-Kurs? Erlebe die Vorteile eines gezielten Stretching-Programms und melde dich jetzt zum Poledance Stretching-Kurs an! Unser Stretching-Kurs ist für alle Levels geeignet, egal ob du Anfänger/in oder Fortgeschrittene/r bist. Wenn du deine Flexibilität verbessern und dich geschmeidiger an der Stange bewegen möchtest, ist dieser Kurs genau das Richtige für dich! Entdecke die Kraft der Dehnung und erlebe, wie sich deine Flexibilität und Eleganz im Poledance stetig verbessern! Wir freuen uns darauf, dich auf deinem Weg zu mehr Flexibilität zu begleiten und gemeinsam zu strahlen!  ",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/ERIDKVj,18:05 - 19:15
,"Du hast bereits die Grundlagen des Poledance gemeistert und möchtest nun deine Fähigkeiten auf das nächste Level bringen? Dann ist unser Poledance Intermediate-Kurs genau das Richtige für dich! Was erwartet dich in unserem Poledance Intermediate-Kurs? Bist du bereit für die nächste Stufe? Dann melde dich jetzt zum Poledance Intermediate-Kurs an und entdecke die grenzenlosen Möglichkeiten, die das Poledancing bieten kann! In diesem Kurs kannst du jederzeit eingesteigen, wenn du bereits die Pole Basics beherrschst. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Invert Figuren nur begrenzt aufeinander auf, sodass auch ein Quereinstieg für Pole Schüler mit Vorerfahrung jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/zYHlNa8,19:15 - 20:25
,"Entdecke die Bedeutung von Stretching beim Poledance – Unser Poledance Stretching-Kurs für mehr Flexibilität und Eleganz! Ein wichtiger Aspekt im Poledance ist Flexibilität, um elegante Bewegungen und beeindruckende Posen auszuführen. Unser Poledance Stretching-Kurs bietet dir die Möglichkeit, deine Flexibilität zu verbessern und dadurch deinen Tanzstil zu verfeinern! Was erwartet dich in unserem Poledance Stretching-Kurs? Erlebe die Vorteile eines gezielten Stretching-Programms und melde dich jetzt zum Poledance Stretching-Kurs an! Unser Stretching-Kurs ist für alle Levels geeignet, egal ob du Anfänger/in oder Fortgeschrittene/r bist. Wenn du deine Flexibilität verbessern und dich geschmeidiger an der Stange bewegen möchtest, ist dieser Kurs genau das Richtige für dich! Entdecke die Kraft der Dehnung und erlebe, wie sich deine Flexibilität und Eleganz im Poledance stetig verbessern! Wir freuen uns darauf, dich auf deinem Weg zu mehr Flexibilität zu begleiten und gemeinsam zu strahlen!  ",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/d1urXA4,19:20 - 20:30
,"Erlebe die Verführung des Poledance Exotik Basic – Entdecke eine sinnliche Seite des Tanzens! Tauche ein in die Welt des Poledance Exotik Basic und erlebe eine faszinierende Mischung aus Tanz, Sinnlichkeit und Selbstausdruck! Unser Kurs bietet dir eine einzigartige Gelegenheit, deine feminine Seite zu entdecken und dich selbstbewusst und elegant an der Stange zu bewegen. Was erwartet dich im Poledance Exotik Basic-Kurs? Bereite dich darauf vor, dich in eine neue Welt des Tanzens und Selbstbewusstseins zu begeben! Melde dich jetzt zum Poledance Exotik Basic-Kurs an und entdecke die sinnliche Seite des Poledance! Für diesen Kurs solltest du bereits 3 Monate im Poledance Beginner-Kurs Erfahrung gesammelt haben. Bitte bringe deine Knieschoner und Heels mit. Solltest du noch keine Heels haben, kannst du dir gerne im Studio, welche leihen oder die Choreo ohne Heels tanzen.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/kbgYE-F,20:30 - 21:40
,"Trainiere eigenständig in unserem Pole-Raum deine Figuren oder Kombis. Ein Trainer ist nicht anwesend, unterrichtet aber im Nebenraum.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/UJQdzC-,20:40 - 21:40
,"Bereite dich auf Poledance vor - Unser Poledance Conditioning-Kurs bringt dich in Topform! Du möchtest in die Welt des Poledance eintauchen und dich auf anspruchsvolle Bewegungen vorbereiten? Unser Poledance Conditioning-Kurs ist das perfekte Training, um deine Kraft und Ausdauer zu steigern! Was erwartet dich in unserem Poledance Conditioning-Kurs? Bereite dich darauf vor, eine starke und geschmeidige Poledancerin zu werden! Melde dich jetzt zum Poledance Conditioning-Kurs an und bringe dich in Topform für dein Poledance-Abenteuer! Unser Poledance Conditioning-Kurs ist für Teilnehmer/innen aller Levels geeignet, die ihre Fitness für Poledance verbessern möchten. Egal ob du Anfänger/in oder bereits fortgeschritten bist, in diesem Kurs gibt es für jedes Level die passende Variante. Stärke dich für Poledance und werde bereit, die Stange zu erobern! Wir freuen uns darauf, dich bei deiner Reise zur kraftvollen Poledancerin zu begleiten und dich in Bestform zu bringen!",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/kpF4NV0,16:40 - 17:50
,"Entdecke die Schwerelosigkeit des Aerial Hoop – Unsere fesselnden Kurse bringen dich in die Lüfte! Bereit, die Grenzen der Schwerkraft zu durchbrechen? Tauche ein in die faszinierende Welt des Aerial Hoop und erlebe ein Training, das Kraft, Eleganz und Kreativität vereint! Was erwartet dich in unseren Aerial Hoop-Kursen? Wage den Sprung und schwebe mit uns in den Lüften – melde dich jetzt zu unseren Aerial Hoop-Kursen an! Unsere Aerial Hoop-Kurse sind für jeden geeignet, der die faszinierende Welt der Luftakrobatik erkunden möchte. Egal ob du Tanz- oder Fitnesserfahrung hast, wir freuen uns darauf, dich in die magische Welt des Aerial Hoop zu entführen!",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Aerial Hoop,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/EaqxjxW,17:10 - 18:20
,"Entdecke die verführerische Kunst des Poledance Exotik – Entfessle deine innere Göttin! Willkommen in einer Welt voller Anmut, Sinnlichkeit und Ausdruck – unser Poledance Exotik-Kurs bietet dir die Möglichkeit, dich in die verführerische Kunst des Tanzens an der Stange zu vertiefen! Was erwartet dich im Poledance Exotik-Kurs? Tauche ein in die Welt des Poledance Exotik und entdecke die Schönheit und Sinnlichkeit deines Körpers, während du dich elegant und verführerisch an der Stange bewegst! Um an diesem Kurs teilzunehmen, solltest du schon Vorerfahrungen im Exotik Pole haben. Bitte bring für diesen Kurs deine Knieschoner und deine Heels mit. Solltest du noch keine Heels haben, kannst du dir im Studio gerne welche leihen.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/5ZmOcqV,17:55 - 19:05
,"Entdecke die Schwerelosigkeit des Aerial Hoop – Unsere fesselnden Kurse bringen dich in die Lüfte! Bereit, die Grenzen der Schwerkraft zu durchbrechen? Tauche ein in die faszinierende Welt des Aerial Hoop und erlebe ein Training, das Kraft, Eleganz und Kreativität vereint! Was erwartet dich in unseren Aerial Hoop-Kursen? Wage den Sprung und schwebe mit uns in den Lüften – melde dich jetzt zu unseren Aerial Hoop-Kursen an! Unsere Aerial Hoop-Kurse sind für jeden geeignet, der die faszinierende Welt der Luftakrobatik erkunden möchte. Egal ob du Tanz- oder Fitnesserfahrung hast, wir freuen uns darauf, dich in die magische Welt des Aerial Hoop zu entführen!",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Aerial Hoop,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/6v4A4Dq,18:30 - 19:40
,"Tauche ein in die Welt des Poledance auf höchstem Niveau – Unser Poledance Advanced-Kurs für wahre Enthusiasten! Du beherrschst bereits eine Vielzahl von fortgeschrittenen Tricks und möchtest dich weiterentwickeln? In unserem Poledance Advanced-Kurs erwartet dich eine faszinierende Reise zu neuen Höhen und herausfordernden Bewegungen! Was erwartet dich in unserem Poledance Advanced-Kurs? 1.    Komplexere und anspruchsvollere Tricks: In diesem Kurs werden wir uns mit komplexeren, akrobatischen Tricks und Kombinationen beschäftigen, die deine Technik auf die nächste Stufe bringen. 2.    Dynamische Spins und Inverts: Wir werden dich in die Welt der dynamischen Spins und Inverts einführen, die eine Mischung aus Kraft, Geschwindigkeit und Eleganz erfordern. 3.    Flexibilität und Contortion: Der Advanced-Kurs wird deinen Fokus auf Flexibilität und Contortion legen, um atemberaubende Posen und Übergänge zu ermöglichen. 4.    Perfektionierung der Technik: Unsere erfahrenen Trainerinnen werden dir dabei helfen, deine Technik zu verfeinern und deine Bewegungen präzise und elegant auszuführen.   In diesem Kurs werden zum Beispiel Kombinationen mit Handsprings oder Figuren wie der Cocoon, Russian Layback oder Deadlifts unterrichtet. Du solltest für diesen Kurs alle gängigen Inverts und die Figuren der Beginner- und Intermediate Kurse beherrschen.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/4eMnVjw,19:10 - 20:20
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/do5ToCo,20:00 - 21:10
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/hbcfgJJ,20:25 - 21:35
,"Entdecke die faszinierende Welt des Pole Dance - Jetzt beim Schnupperkurs reinschnuppern! Du wolltest schon immer eine neue, aufregende und zugleich kraftvolle Form des Tanzens und Fitnesstrainings kennenlernen? Dann ist unser Pole Dance Schnupperkurs genau das Richtige für dich! Was erwartet dich beim Schnupperkurs? 1.    Professionelle Anleitung: Unsere erfahrenen und einfühlsamen Trainerinnen führen dich behutsam in die Welt des Pole Dance ein. Egal, ob du Anfänger/in bist oder schon erste Erfahrungen gesammelt hast, wir passen uns individuell deinem Level an. 2.    Ganzkörpertraining: Pole Dance ist ein effektives Ganzkörpertraining, das deine Muskulatur stärkt, deine Flexibilität verbessert und deine Ausdauer fördert. Du wirst erstaunt sein, wie schnell du Fortschritte machst! 3.    Spaß und Selbstbewusstsein: Pole Dance ist nicht nur ein Sport, sondern auch eine kreative Art, sich auszudrücken. Du wirst lernen, wie du dich elegant um die Stange bewegst und dabei dein Selbstbewusstsein stärkst. 4.    Gemeinschaft und Freude: In unserer herzlichen und motivierenden Atmosphäre lernst du Gleichgesinnte kennen und findest neue Freunde. Der Spaß steht bei uns immer im Vordergrund! In diesem Kurs lernst du die erste Poledance Figuren kennen und wirst eine kurze Choreo erlernen. Solltest du nach dem Kurs noch Fragen haben, steht dir ein Trainer zur Seite. Du brauchst für diesen Kurs keinerlei sportliche Vorerfahrung. Bitte bringe zum Training ein Top, eine kurze Hose, ein kleines Handtuch und etwas zu trinken mit.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/jr0J-Bv,16:20 - 17:30
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/mA5QJNq,16:20 - 17:30
,"Du hast bereits die Grundlagen des Poledance gemeistert und möchtest nun deine Fähigkeiten auf das nächste Level bringen? Dann ist unser Poledance Intermediate-Kurs genau das Richtige für dich! Was erwartet dich in unserem Poledance Intermediate-Kurs? Bist du bereit für die nächste Stufe? Dann melde dich jetzt zum Poledance Intermediate-Kurs an und entdecke die grenzenlosen Möglichkeiten, die das Poledancing bieten kann! In diesem Kurs kannst du jederzeit eingesteigen, wenn du bereits die Pole Basics beherrschst. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Invert Figuren nur begrenzt aufeinander auf, sodass auch ein Quereinstieg für Pole Schüler mit Vorerfahrung jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/FaEq6YS,17:45 - 18:55
,"Dieser Kurs ist für Poledance Starter oder Wiedereinsteiger geeignet. Unabhängig von Deinem Fitnesslevel oder Alter kannst Du in diesem Kurs die ersten Basics für Poledance erlernen. Die nötige Kraft zur Ausführung der Figuren wird automatisch während dem Üben aufgebaut. Im Unterricht wird zudem die richtige Technik erklärt und Du bekommst jede Menge Tipps und Tricks an die Hand damit ein erfolgreiches Training gewährleistet ist. Generell sind unsere Beginner Kurse so aufgebaut, dass die Figuren einzeln erklärt werden, welche aber auch im Training zu Kombinationen und Choreografien zusammengefügt werden. Durch das Training wird sich Deine Körperhaltung und Dein Körpergefühl erheblich verbessern und Du wirst erlernen, wie du dich im Poledance anmutig und grazil bewegen kannst. In diesem Kurs kann jederzeit eingestiegen werden. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Figuren nur begrenzt aufeinander auf, so dass ein Quereinstieg jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/xN_-aMM,17:45 - 18:55
,"Du hast bereits die Grundlagen des Poledance gemeistert und möchtest nun deine Fähigkeiten auf das nächste Level bringen? Dann ist unser Poledance Intermediate-Kurs genau das Richtige für dich! Was erwartet dich in unserem Poledance Intermediate-Kurs? Bist du bereit für die nächste Stufe? Dann melde dich jetzt zum Poledance Intermediate-Kurs an und entdecke die grenzenlosen Möglichkeiten, die das Poledancing bieten kann! In diesem Kurs kannst du jederzeit eingesteigen, wenn du bereits die Pole Basics beherrschst. Es handelt sich zwar um einen fortlaufenden Kurs, jedoch bauen die Basic Invert Figuren nur begrenzt aufeinander auf, sodass auch ein Quereinstieg für Pole Schüler mit Vorerfahrung jederzeit möglich ist.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/HjukLNF,19:00 - 20:10
