Workshop Name,Beschreibung,Studio Name,Location,Category,Date,URL_E,Time
,"Bist du bereit, deine Tanzleidenschaft auf ein neues Level zu bringen? Möchtest du lernen, wie du deinen Stuhl in eine verführerische Bühne verwandeln und mit deinen Tanzkünsten alle verzaubern kannst? Dann haben wir genau das Richtige für dich! Chairdance ist eine fesselnde Tanzform, bei der du deinen Körper elegant und sinnlich um den Stuhl bewegst und eine beeindruckende Performance erschaffst. Egal, ob du Anfänger oder Fortgeschrittener bist - dieser Workshop ist für jeden geeignet! Was erwartet dich? In diesem Workshop lernst du Selbstbewusstsein aufzubauen, deine Sinnlichkeit zu entdecken und gleichzeitig Spaß an Bewegung und Tanz zu haben. Es ist eine großartige Möglichkeit, deine Fitness zu verbessern und Stress abzubauen, während du gleichzeitig deine Tanzfähigkeiten weiterentwickelst. Bitte bringe eine Leggins, Knieschoner und ein T-Shirt mit zum Workshop. Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Ludwigshafen,"Raschigstraße 100, 67067 Ludwigshafen am Rhein",Chairdance,"Samstag, 10. Februar 2024",https://www.eversports.de/e/workshop/M1wKpZR,10:00 - 11:10
,"Entdecke die Kunst des Lapdance - Sinnlich, Verführerisch und Selbstbewusst! Bist du neugierig darauf, die geheimnisvolle Kunst des Lapdance zu erlernen? Möchtest du lernen, wie du dich sinnlich und selbstbewusst bewegst und deinen Partner mit einer verführerischen Performance begeistern kannst? Dann haben wir genau das Richtige für dich! Der Lapdance ist nicht nur eine körperliche Kunst, sondern auch eine Möglichkeit, dein Selbstbewusstsein zu steigern und dich in deinem Körper wohlzufühlen. Dieser Workshop bietet dir die Chance, dich aus der Komfortzone zu bewegen, dich neu zu entdecken und eine sinnliche Seite an dir zu entfesseln. Unser Lapdance Workshop ist darauf ausgerichtet, dir die Geheimnisse des sinnlichen Tanzes zu enthüllen. In einer vertrauensvollen und respektvollen Atmosphäre wirst du lernen: Unser Workshop ist für Frauen jeden Alters und jeden Tanzniveaus geeignet. Du benötigst keinerlei Vorerfahrung, nur die Lust, dich auszuprobieren und dich in deiner Weiblichkeit zu stärken. Die Choreo wird in diesem Workshop paarweise einstudiert. Der Workshop eignet sich also perfekt dafür, ihn zum Beispiel mit der besten Freundin zu besuchen. Solltest du alleine zum Workshop kommen, ist es auch kein Problem. Dir wird dann ein Trainingspartner zugewiesen. :) Um an diesem Workshop teilzunehmen, brauchst du keinerlei tänzerische Vorerfahrung. Du lernst alles Stück für Stück. Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Ludwigshafen,"Raschigstraße 100, 67067 Ludwigshafen am Rhein",Exotic,"Samstag, 10. Februar 2024",https://www.eversports.de/e/workshop/xAIHC25,11:15 - 12:25
,"Aerial Hammock ist ein Tuch, welches von der Decke hängt. Dabei sollte man das Aerial Hammock allerdings nicht mit dem gemütlichen Abhängen in einer Hängematte verwecheln. Beim Hammock geht es darum, sich durch bestimmte Körperbewegungen so in das Tuch einzudrehen, dass man sich anschließend hängen oder auch fallen lassen kann. Dabei trainierst du automatisch deine Körperspannung. Es werden außerdem verschiedene Tanz- und Akrobatikelemente am Tuch unterrichtet. Du wirst deine Tiefenmuskulatur aufbauen, deine Flexibilität steigern und deine Balance verbessern. Die Elemente und Kombinationen werden in diesem Kurs mit und ohne Spin unterrichtet. Durch die Kombination von Kraft, Flexibilität und der verschiedenen Figuren, eignet sich Aerial Hammock ausgezeichnet als Ergänzung zu deinem Aerial Hoop und Pole-Training. Dieser Workshop kostet für Mitglieder einen Aufpreis von 6€. Aerial Hammock Tücher werden zum Schnuppern im Studio 2x kostenfrei zur Verfügung gestellt.Wir empfehlen Dir Dein eigenes Tuch mitzubringen, wenn Du öfters an den Kursen teilnehmen magst. Gerne beraten wir Dich auch vor Ort. Falls Du das Tuch vor Ort öfters ausleihen musst, berechnen wir eine Gebühr von 10 Euro. Bitte trage keinen Schmuck während des Trainings, da dieser die Tücher beschädigen kann..",Pole and Move Ludwigshafen,"Raschigstraße 100, 67067 Ludwigshafen am Rhein",Aerial Akrobatik,"Samstag, 2. März 2024",https://www.eversports.de/e/workshop/QSBryP0,10:00 - 11:10
,"Für diesen Kurs ist kein flacher Spagat am Boden notwendig, jedoch solltest du etwas Beweglichkeit in der Hüfte un ein wenig Vorerfahrung am Hoop mitbringen. Es werden verschiedene Bendy Shapes am Hoop trainiert. Der Workshop kostet für Mitglieder einen Aufpreis von 6€.",Pole and Move Ludwigshafen,"Raschigstraße 100, 67067 Ludwigshafen am Rhein",Aerial Akrobatik,"Samstag, 2. März 2024",https://www.eversports.de/e/workshop/VBYd7ZF,11:30 - 12:40
,"Bist du bereit, deine Tanzleidenschaft auf ein neues Level zu bringen? Möchtest du lernen, wie du deinen Stuhl in eine verführerische Bühne verwandeln und mit deinen Tanzkünsten alle verzaubern kannst? Dann haben wir genau das Richtige für dich! Chairdance ist eine fesselnde Tanzform, bei der du deinen Körper elegant und sinnlich um den Stuhl bewegst und eine beeindruckende Performance erschaffst. Egal, ob du Anfänger oder Fortgeschrittener bist - dieser Workshop ist für jeden geeignet! Was erwartet dich? In diesem Workshop lernst du Selbstbewusstsein aufzubauen, deine Sinnlichkeit zu entdecken und gleichzeitig Spaß an Bewegung und Tanz zu haben. Es ist eine großartige Möglichkeit, deine Fitness zu verbessern und Stress abzubauen, während du gleichzeitig deine Tanzfähigkeiten weiterentwickelst. Bitte bringe eine Leggins, Knieschoner und ein T-Shirt mit zum Workshop. Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Ludwigshafen,Einzelticket,Chairdance,"Samstag, 9. März 2024",https://www.eversports.de/e/workshop/zTbGfLi,10:00 - 11:10
,"Entdecke die Kunst des Lapdance - Sinnlich, Verführerisch und Selbstbewusst! Bist du neugierig darauf, die geheimnisvolle Kunst des Lapdance zu erlernen? Möchtest du lernen, wie du dich sinnlich und selbstbewusst bewegst und deinen Partner mit einer verführerischen Performance begeistern kannst? Dann haben wir genau das Richtige für dich! Der Lapdance ist nicht nur eine körperliche Kunst, sondern auch eine Möglichkeit, dein Selbstbewusstsein zu steigern und dich in deinem Körper wohlzufühlen. Dieser Workshop bietet dir die Chance, dich aus der Komfortzone zu bewegen, dich neu zu entdecken und eine sinnliche Seite an dir zu entfesseln. Unser Lapdance Workshop ist darauf ausgerichtet, dir die Geheimnisse des sinnlichen Tanzes zu enthüllen. In einer vertrauensvollen und respektvollen Atmosphäre wirst du lernen: Unser Workshop ist für Frauen jeden Alters und jeden Tanzniveaus geeignet. Du benötigst keinerlei Vorerfahrung, nur die Lust, dich auszuprobieren und dich in deiner Weiblichkeit zu stärken. Die Choreo wird in diesem Workshop paarweise einstudiert. Der Workshop eignet sich also perfekt dafür, ihn zum Beispiel mit der besten Freundin zu besuchen. Solltest du alleine zum Workshop kommen, ist es auch kein Problem. Dir wird dann ein Trainingspartner zugewiesen. :) Um an diesem Workshop teilzunehmen, brauchst du keinerlei tänzerische Vorerfahrung. Du lernst alles Stück für Stück. Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Ludwigshafen,Einzelticket,Exotic,"Samstag, 9. März 2024",https://www.eversports.de/e/workshop/fUoSQuY,11:15 - 12:25
,"In diesem Workshop verbinden wir einen klassischen Lap Dance mit der Kunst des sinnlichen Ausziehens- Du wolltest immer schon einmal wissen wie man sich kunstvoll entblättert und den Gegenüber völlig um den Verstand bringt? Dann bist du in diesem Workshop genau richtig!  - NICHT NUR um einen Partner zu überraschen - Lap Dance ist wohl die intimste Form des Tease Dances und kostet dich im ersten Moment vielleicht eine große Portion Mut. Eine körperliche (und seelische) Offenbarung, in der nur du bestimmst wie viel - und vor allem was - du der Person auf dem Stuhl von dir preis gibst. Dabei behältst du immer die Kontrolle und kannst entscheiden wie du dich präsentieren möchtest und welche Geschichte du erzählen willst.  Lerne in diesem Workshops die Kunst der Verführung und entdecke deine Sinnlichkeit völlig neu. Dieser Kurs bietet dir einen Safe Space dich in dieser Form des Tease Tanzes, der seine Ursprünge im Striptease hat, auszuprobieren und vielleicht eine ganz neue Leidenschaft zu entdecken- vor allem aber eine große Portion Selbstbewusstsein und Selbstbestimmtheit zu gewinnen.  Wir tanzen im Kurs zu zweit abwechselnd zusammen um die Choreographie aneinander zu üben. Bitte achte besonders auf deine Hygiene und darauf dass du nur gesund zum Kurs erscheinst.  Bitte bring ein Hemd oder eine Bluse, einen Rock, ein extra BH und einen extra Slip mit.  Für diesen Workshop brauchst du KEINE VORERFAHRUNG!",Soultide,"Süderstraße 159A, 20537 Hamburg",Lapdance,"Samstag, 10. Februar 2024",https://www.eversports.de/e/workshop/Q5aPZDK,16:15 - 18:15
,"Für alle, die nicht genug von Lap Dance bekommen können und bereit sind, sich einer anspruchsvollen Choreografie mit neuen, akrobatischen Tricks und einer nicht ganz so unschuldigen Energie zu stellen. In diesem Kurs steht vor allem eines im Mittelpunkt: Leidenschaft! Teilnahmevoraussetzungen: Um teilzunehmen, solltest du bereits ein bisschen Lap Dance Erfahrung mitbringen oder die Intermediate-Stufe im Pole Dance erreicht haben. Wir ermutigen dich gerne, sexy Kostüme, verführerische Kleidung und Heels mitzubringen, wenn du dies wünschst. ",Soultide,"Süderstraße 159A, 20537 Hamburg",Lapdance,"Samstag, 10. Februar 2024",https://www.eversports.de/e/workshop/I9MFy2z,18:30 - 20:30
,"Bist du bereit, deine Pole Dance Fähigkeiten auf ein neues Level zu heben?  Pole Straps sind Riemen, die an der Pole befestigt werden. In diese kannst du entweder einen Fuß oder eine Hand einhängen. Mit diesen Riemen kannst du atemberaubende Bewegungen und Drehungen an der Pole ausführen.  Was erwartet dich? Wieso solltest du teilnehmen? Der Pole Straps Workshop bietet dir die einzigartige Chance, deine Pole Dance Fähigkeiten zu erweitern und bekannte Figuren aus den “normalen” Kursen auf andere Weise kennenzulernen. Dabei wird die Schwierigkeit, aber auch das Spaß ein wenig erhöht, da man am Pole straps mitschwingt. Dieser Workshop ist für fortgeschrittene Schüler geeignet. Der Workshop kostet für Mitglieder einen Aufpreis von 6€.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/UZAUnxM,14:00 - 15:10
,"Bist du bereit, deine Pole Dance Fähigkeiten auf ein neues Level zu heben?  Pole Straps sind Riemen, die an der Pole befestigt werden. In diese kannst du entweder einen Fuß oder eine Hand einhängen. Mit diesen Riemen kannst du atemberaubende Bewegungen und Drehungen an der Pole ausführen.  Was erwartet dich? Wieso solltest du teilnehmen? Der Pole Straps Workshop bietet dir die einzigartige Chance, deine Pole Dance Fähigkeiten zu erweitern und bekannte Figuren aus den “normalen” Kursen auf andere Weise kennenzulernen. Dabei wird die Schwierigkeit, aber auch das Spaß ein wenig erhöht, da man am Pole straps mitschwingt. Dieser Workshop ist für Beginner geeignet. Der Workshop kostet für Mitglieder einen Aufpreis von 6€.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/-IGRjIZ,15:15 - 16:25
,"Du möchtest gerne den Handstand lernen und dir fehlt Geschicklichkeit oder Kraft? In diesem Workshop werden die Basics für den Handstand an der Pole geübt. Keine Sorge, du musst den Handstand nicht können oder perfekt halten. Dir werden Tricks gezeigt, wie du den Handstand besser halten kannst und Tipps gegeben welche Kraftübungen zum Ziel führen können. Es werden außerdem elegante Handstand Shapes mit passenden Transitions geübt. Dieser Workshop kostet 6 Euro Aufpreis.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Samstag, 9. März 2024",https://www.eversports.de/e/workshop/gbofUBp,12:30 - 13:40
,"Aerial Hoop, auch Luftring oder Lyra genannt, entwickelt sich neben Poledance ebenfalls zu einer Trendsportart. Es handelt sich hierbei um einen von der Decke hängenden Edelstahl-Reifen, in und auf dem viele verschiedene Figuren vollführt und sogar Choreografien getanzt werden können. Möchtest du lernen, wie man elegante Bewegungen, kraftvolle Akrobatik und emotionale Ausdruckskraft zu einer fesselnden Performance verbindet? Dann haben wir genau das Richtige für dich! In diesem Workshop werden verschiedene Aerial Hoop-Figuren kombiniert die mit kreativen Bewegungsabläufen und musikalischer Untermalung. Du wirst lernen, wie du dich elegant und anmutig im Hoop bewegst. Egal, ob du bereits Erfahrung im Aerial Dance hast oder ein Anfänger bist - dieser Workshop ist für alle geeignet! Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Aerial Hoop,"Samstag, 9. März 2024",https://www.eversports.de/e/workshop/NFfn_y6,13:45 - 14:55
,"Dieser Workshop beginnt mit intensiven Stretching Übungen um auf den Spatchcock vorbereitet zu sein. Caroline wird dir die besten Tipps und Tricks zeigen, wie du am Besten den Spatchcock erlernst oder deine Technik verbesserst. Der Spatchcock wird in diesem Workshop vom Boden aus und auch von oben an der Pole trainiert, sodass du je nach Level mitmachen kannst. Um an diesem Workshop teilzunehmen solltest du bereits im Intermediate Level trainieren.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Freitag, 22. März 2024",https://www.eversports.de/e/workshop/miY7n0b,19:10 - 20:40
,"Aerial Hoop, auch Luftring oder Lyra genannt, entwickelt sich neben Poledance ebenfalls zu einer Trendsportart. Es handelt sich hierbei um einen von der Decke hängenden Edelstahl-Reifen, in und auf dem viele verschiedene Figuren vollführt und sogar Choreografien getanzt werden können. Möchtest du lernen, wie man elegante Bewegungen, kraftvolle Akrobatik und emotionale Ausdruckskraft zu einer fesselnden Performance verbindet? Dann haben wir genau das Richtige für dich! In diesem Workshop werden verschiedene Aerial Hoop-Figuren kombiniert die mit kreativen Bewegungsabläufen und musikalischer Untermalung. Du wirst lernen, wie du dich elegant und anmutig im Hoop bewegst. Egal, ob du bereits Erfahrung im Aerial Dance hast oder ein Anfänger bist - dieser Workshop ist für alle geeignet! Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Aerial Hoop,"Samstag, 13. April 2024",https://www.eversports.de/e/workshop/C9b62JT,12:30 - 13:40
,"Du möchtest gerne den Handstand lernen und dir fehlt Geschicklichkeit oder Kraft? In diesem Workshop werden die Basics für den Handstand an der Pole geübt. Keine Sorge, du musst den Handstand nicht können oder perfekt halten. Dir werden Tricks gezeigt, wie du den Handstand besser halten kannst und Tipps gegeben welche Kraftübungen zum Ziel führen können. Es werden außerdem elegante Handstand Shapes mit passenden Transitions geübt. Dieser Workshop kostet 6 Euro Aufpreis.",Pole and Move Mannheim,"Edisonstraße 20, 68309 Mannheim",Poledance,"Samstag, 13. April 2024",https://www.eversports.de/e/workshop/0fonSE4,13:45 - 14:55
,"Unsere Mädels möchten euch zeigen, was sie drauf haben und haben fleißig geübt.Lasst euch verzaubern von fabelhaften Auftritten an der Pole und am Hoop! Alle sind herzlich eingeladen. Einlass nur mit Ticket, da die Anzahl der Plätze begrenzt ist. Einlass: 17.30 Uhr Beginn: 18 Uhr Du möchtest ein ""echtes"" Ticket zum anfassen haben? Kein Problem. Einfach online Ticket kaufen und im Studio erhälst du dann eins in Papierform.",POLE HEROES,17:30 - 20:00,Poledance,"Samstag, 27. Januar 2024",https://www.eversports.de/e/workshop/6blRZdc,17:30 - 20:00
,Dieser Kurs ist für Anfänger und alle die schonmal einen Silks-Workshop besucht haben gleichermaßen geeignet. Bitte bringt eine Leggings mit :) Dies ist ein zwei-Wochen-Kurs.,POLE HEROES,"Karl-Zucker-Straße 7-9, 91052 Erlangen",Aerial Silk,"Beginnt am Freitag, 9. Februar 2024",https://www.eversports.de/e/workshop/qyrtCxT,"Karl-Zucker-Straße 7-9, 91052 Erlangen"
,Dieser Kurs ist für Anfänger und alle die schonmal einen Silks-Workshop besucht haben gleichermaßen geeignet. Bitte bringt eine Leggings mit :) Dies ist ein zwei-Wochen-Kurs.,POLE HEROES,18:15 - 19:15,Aerial Silk,"Beginnt am Freitag, 9. Februar 2024",https://www.eversports.de/e/workshop/XbedbNM,"Karl-Zucker-Straße 7-9, 91052 Erlangen"
,"Dieser Kurs ist für alle geeignet, die einen Invert vom Boden aus ohne Hilfe können, egal ob am Hoop oder an der Pole. Vorerfahrungen am Hoop sind keine Vorraussetzung. Für diesen Kurs tragt bitte unbedingt Leggins, idealerweise mit hohen Bund. Keine Shorts. Anmeldung ist ab Donnerstag, 18.01.2024, um 18 Uhr möglich.",POLE HEROES,18:15 - 19:15,Aerial Hoop,"Beginnt am Donnerstag, 7. März 2024",https://www.eversports.de/e/workshop/_cVfx28,"Karl-Zucker-Straße 7-9, 91052 Erlangen"
,"Voraussetzung für diesen Kurs: sicherer Invert an den Top Bar oder sicherer Aerial Invert an der Pole. Für diesen Kurs tragt bitte unbedingt Leggins, idealerweise mit hohen Bund. Keine Shorts. Anmeldung ist ab Donnerstag, 18.01.2024, um 18 Uhr möglich.",POLE HEROES,"Karl-Zucker-Straße 7-9, 91052 Erlangen",Aerial Hoop,"Beginnt am Donnerstag, 7. März 2024",https://www.eversports.de/e/workshop/vPqMS0U,"Karl-Zucker-Straße 7-9, 91052 Erlangen"
,"Du wolltest Poledance schon immer mal ausprobieren? Genau jetzt ist die richtige Zeit dafür! Schluss mit den Entbehrungen - Auf in ein neues sportliches Abenteuer! Teste den Pole Sport und unser Studio einen Monat lang auf Herz und Nieren und bekomme einen Eindruck, wie es ist eine Polerina zu sein. Entdecke Dich neu und spüre wie diese Sportart Deinem Körpergefühl und Deinem Selbstbewusstsein neuen Schwung verleiht! Inhalt: 4 Poledance-Einheiten/ 4 Wochen - inklusive der kostenlosen Nutzung des freien Trainings (Open Class) - für nur 69 Euro Beim Poledance trägst Du eine kurze Sporthose (am besten eine ganz kurze Hotpants), einen Sport-BH/ -top und bringst bitte ein Mikrofasertuch, sowie ein Getränk (keine Glasflaschen) mit. Wir trainieren auf Socken und/ oder barfuß. Turnschuhe sind nicht erforderlich. Schmuck (Ringe, Armbänder, Ketten etc.) und Piercings MÜSSEN (!) abgelegt werden, da sonst das Verletzungsrisiko erhöht ist und/ oder die Stangen beschädigt werden. Dein PoleRoom Team",PoleRoom Braunschweig,Beginner Workshop Poledance,Poledance,"Begann am Freitag, 5. Januar 2024",https://www.eversports.de/e/workshop/TxFNxWf,"Büchnerstraße 10, 38118 Braunschweig"
,"Du wolltest Poledance schon immer mal ausprobieren? Genau jetzt ist die richtige Zeit dafür! Schluss mit den Entbehrungen - Auf in ein neues sportliches Abenteuer! Teste den Pole Sport und unser Studio einen Monat lang auf Herz und Nieren und bekomme einen Eindruck, wie es ist eine Polerina zu sein. Entdecke Dich neu und spüre wie diese Sportart Deinem Körpergefühl und Deinem Selbstbewusstsein neuen Schwung verleiht! Inhalt: 4 Poledance-Einheiten/ 4 Wochen - inklusive der kostenlosen Nutzung des freien Trainings (Open Class) mehrmals pro Woche - für nur 69 Euro Was trägst du beim Poledance? Beim Poledance trägst Du eine kurze Sporthose (am besten eine kurze Hotpants), einen Sport-BH und Top und bringst bitte ein Mikrofasertuch, sowie ein Getränk (keine Glasflaschen) mit. Wir trainieren auf Socken und/ oder barfuß. Turnschuhe sind nicht erforderlich. Beim Warm Up kannst du gerne mit einer Jacke und Jogging Hose drüber starten. Schmuck (Ringe, Armbänder, Ketten etc.) und Piercings MÜSSEN (!) abgelegt werden, da sonst das Verletzungsrisiko erhöht ist und die Stangen beschädigt werden. Viel Spaß bei Deinem ersten Ausflug in die aufregende Welt des Poledance! Dein PoleRoom Team",PoleRoom Braunschweig,Beginner Workshop Poledance,Poledance,"Begann am Montag, 8. Januar 2024",https://www.eversports.de/e/workshop/ITccdPW,"Büchnerstraße 10, 38118 Braunschweig"
,"Sei dabei, bei unserem nächsten 4-wöchigen Einsteiger Workshop am Luftring (Aerial Hoop)! Probiere Dich aus und lerne mit uns zu fliegen! Aerial Hoop (auch Lyra oder Luftring genannt) ist ein Ring aus Edelstahl der in luftiger Höhe schwebt. In dem Ring kannst Du wunderschöne Hebefiguren machen, aber auch dynamische Bewegungen und Kombinationen. Du bemerkst in dieser Faszination kaum, dass es ein wunderbares Ganzkörper-Workout ist. Wie lange? 4 Wochen/ 1 Einheit pro Woche - Preis: 69 Euro Der wöchentliche Kurs findet 4 mal statt. Solltest du an einem Termin verhindert sein, kannst du diese Stunde nach dem Workshop, in unseren regulären Aerial Hoop Kursen nachholen. Sichere Dir jetzt Deinen Platz!  Anmeldungen erfolgen über unseren Shop www.poleroom.de/shop: Hier einfach das Angebot 'Beginner Workshop Aerial Hoop' auswählen, kurz bei uns registrieren und ganz easy online bezahlen.  Viel Spaß bei uns!",PoleRoom Braunschweig,20:15 - 21:15,Aerial Hoop,"Beginnt am Dienstag, 30. Januar 2024",https://www.eversports.de/e/workshop/5FIBkpe,"Büchnerstraße 10, 38118 Braunschweig"
,"Du wolltest Poledance schon immer mal ausprobieren? Genau jetzt ist die richtige Zeit dafür. Auf in ein neues sportliches Abenteuer! Entdecke Dich neu und spüre wie diese Sportart Deinem Körpergefühl und Deinem Selbstbewusstsein neuen Schwung verleiht! Inhalt: 4 Poledance-Einheiten/ 4 Wochen - inklusive der kostenlosen Nutzung des freien Trainings (Open Class) mehrmals pro Woche - plus eine Einheit oben drauf von uns als Geschenk - für insgesamt nur 69 Euro Was trägst du beim Poledance? Beim Poledance trägst Du eine kurze Sporthose (am besten eine kurze Hotpants), einen Sport-BH und Top und bringst bitte ein Mikrofasertuch, sowie ein Getränk (keine Glasflaschen) mit. Wir trainieren auf Socken und/ oder barfuß. Turnschuhe sind nicht erforderlich. Beim Warm Up kannst du gerne mit einer Jacke und Jogging Hose drüber starten. Schmuck (Ringe, Armbänder, Ketten etc.) und Piercings MÜSSEN (!) abgelegt werden, da sonst das Verletzungsrisiko erhöht ist und die Stangen beschädigt werden. Bitte bringe ein Mikrofaser Tuch mit zu den Kursen! Viel Spaß bei Deinem ersten Ausflug in die aufregende Welt des Poledance Dein PoleRoom Team",PoleRoom Braunschweig,Beginner Workshop Poledance,Poledance,"Beginnt am Montag, 5. Februar 2024",https://www.eversports.de/e/workshop/GB5CNr0,"Büchnerstraße 10, 38118 Braunschweig"
,"Doppelt hält besser! Der Luftring ist eins der am besten geeignetsten Aerial Geräte um zu zweit einzelne Figuren oder sogar ganze Performances zu machen. Ob einfach den Partner im Hoop spiegeln oder eine Spektakuläre Hebe (-Halte) Figur, gemeinsam im Ring begeistert man mehr! Für unseren Workshop brauchst du keine große Vorerfahrung am Hoop und auch nicht zwingend einen festen Partner. Wenige Grundkenntnisse am Hoop oder gute Kenntnisse in einer anderen Aerial Sportart (Pole, Silk o.ä.) reichen aus. Ob du dich zusammen mit deinem Partner, einem Freund anmelden möchtest oder alleine kommst, ist egal.  Woran musst du denken vor unserem Workshop? Bitte ziehe lange, enge Sportkleidung an. Socken und zusätzlich dicke Socken zum Überziehen. Vergesse dein Getränk nicht. Sarah und Isabo freuen sich auf euch. Wir wollen Dich in die Welt der Partner Akrobatik entführen und bringen Dir einige wunderschöne Kombinationen mit Partner, am Luftring bei.",PoleRoom Braunschweig,"Büchnerstraße 10, 38118 Braunschweig",Aerial Hoop,"Sonntag, 3. März 2024",https://www.eversports.de/e/workshop/1pzXUtZ,14:00 - 16:00
,"Du wolltest Poledance schon immer mal ausprobieren? Genau jetzt ist die richtige Zeit dafür. Auf in ein neues sportliches Abenteuer! Entdecke Dich neu und spüre wie diese Sportart Deinem Körpergefühl und Deinem Selbstbewusstsein neuen Schwung verleiht! Inhalt: 4 Poledance-Einheiten/ 4 Wochen - inklusive der kostenlosen Nutzung des freien Trainings (Open Class) mehrmals pro Woche Was trägst du beim Poledance? Beim Poledance trägst Du eine kurze Sporthose (am besten eine kurze Hotpants), einen Sport-BH und Top und bringst bitte ein Mikrofasertuch, sowie ein Getränk (keine Glasflaschen) mit. Wir trainieren auf Socken und/ oder barfuß. Turnschuhe sind nicht erforderlich. Beim Warm Up kannst du gerne mit einer Jacke und Jogging Hose drüber starten. Schmuck (Ringe, Armbänder, Ketten etc.) und Piercings MÜSSEN (!) abgelegt werden, da sonst das Verletzungsrisiko erhöht ist und die Stangen beschädigt werden. Bitte bringe ein Mikrofaser-Tuch mit zu den Kursen! Viel Spaß bei Deinem ersten Ausflug in die aufregende Welt des Poledance! Dein PoleRoom Team",PoleRoom Braunschweig,Beginner Workshop Poledance,Poledance,"Beginnt am Montag, 4. März 2024",https://www.eversports.de/e/workshop/fx6DrZ8,"Büchnerstraße 10, 38118 Braunschweig"
,"Du willst weniger denken und mehr fühlen? Du willst sinnlich und selbstbewusst für deine:n (Pole)Partner:in tanzen? Dann bist du hier genau richtig! Bei diesem Workshop lernen wir keine Choreo, sondern ich zeige dir Lap Dance-Moves und Floorwork-Elemente die du mit deinen eigenen Bewegungen verschmelzen kannst. In einer sicheren Atmosphäre kannst du deine sensual energy entfalten. Tauche mit mir ein in die Welt der Sinnlichkeit und entfache dein inneres Feuer. Was zieh ich an? Alles ist erlaubt! Egal ob Lack, Leder, Spitze oder doch dein Lieblings Poleoutfit. Zieh, dass an in dem du dich sexy oder gut fühlst. Ich zeige dir auch einige Strip-Elemente – wenn du Lust hast, zieh gerne zwei Schichten an. Barfuß oder Heels? Du kannst gerne Barfuß, in Socken oder mit Overkneestrümpfen tanzen. Falls du Clacks liebst, dann dürfen deine Heels nicht fehlen! Bitte bring dir Knieschoner mit. Brauche ich eine:n Partner:in? Du darfst gerne alleine kommen – wir finden jemanden für dich. Grundsätzlich wird aber nach deinen Regeln gespielt. Du entscheidest was du mit wem probieren möchtest. Falls dein:e (Pole)Partner:in zu schüchtern für etwas ist, dann nehme ich gerne Platz ;) Was sollte ich noch wissen? An alle Freestyle-Gegner: Keine Panik, es ist kein Freestlye-Workshop. Ich gebe dir genug Moves an die Hand. Beginner Friendly - der Schwierigkeitsgrad der Bewegungen wird individuell nach deinen Bedürfnissen angepasst. Du hast noch Fragen? Dann schreib mir gerne @alexis.aerialartarmy. Ich freu mich auf dich! Deine Alex!",Aerial Art Poledance,"Ticket für So. 04.02.2024, 13:00 - 15:15",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/1pLUOJO,13:00 - 15:15
