PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,Ratingscore,Reviewanzahl,Rating Faktoren,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Bildergalerie,Created Date,Updated Date
,"['Gabelsbergerstraße 1A ', ' 04317 Leipzig']",04317,Leipzig,Gabelsbergerstraße 1A ,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']","Poledancestar bedeutet Kompetenz, Zusammenhalt, Spaß, Flexibilität. In Vielen Kursen mit und ohne Pole bekommst du eine optimale Mischung, um Dich vorranzubringen - sportlich und mental. Kinder ab 4 Jahre trainieren bei Poledancestar und nach oben sind keine Grenzen gesetzt. Schnupperstunden, Basickurse, Poletricks & -transitions, Wettkampfvorbereitung/Choreografieerstellung, Privattraining, Pole-Party, Twerken, Exotic Pole, Rent your Pole, Poledance Kids & Teens,Fit for Pole, Flexibility, Poledancestar*-Instructor","4,9",56 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", info@poledancestar.de,http://poledancestar.de,+4917621887999,https://www.eversports.de/s/poledancestar,"['Poledance', 'Fitness', 'Poledance', 'Fitness', 'Tanzen', 'Turnen', 'Tanzen', 'Turnen', 'Kindergeburtstag', '56 Rezensionen', 'Fitness', 'Tanzen', 'Turnen', 'Poledance', 'Rückenfit', 'Kindergeburtstag', 'Kids World', 'Online Klasse']",Kostenlos Schnuppern,"['https://files.eversports.com/192deef2-7990-4e17-8bbb-30a588dfcb7a/43jpg-x-large.webp', 'https://files.eversports.com/7056348d-70a2-4c3d-a29b-0292634149b8/43double_jule_luise-2jpg-small.webp', 'https://files.eversports.com/0eecec3a-c338-4221-bd07-802382dc1529/43taubepng-small.webp', 'https://files.eversports.com/e2e5917e-b277-4482-b749-db436cace97b/43twerk-2jpg-small.webp', 'https://files.eversports.com/ab2bd27e-74df-4b84-851a-19b6e8a577c7/43rafaelajpeg-small.webp']",2024-01-24 20:44:20,2024-01-24 20:44:20
,,,,,[],,,,[],,,,https://www.eversports.de/s/poledancestar/videos,[],,[],2024-01-24 20:48:02,2024-01-24 20:48:02
,,,,,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']",KathrinPoledanceZum StundenplanRaniaFitnessPoledance+ 7Zum StundenplanSteffiFitnessTanzen+ 4Zum StundenplanChristinTurnenTanzen+ 6Zum StundenplanElisabethTurnenKindergeburtstag+ 4Zum StundenplanLuiseTanzenFitness+ 5Zum StundenplanSandyPoledanceRückenfit+ 2Zum StundenplanFalkoFitnessTanzen+ 7Zum StundenplanMarie-LuiseFitnessTanzen+ 6Zum StundenplanCatharinaTurnenPoledance+ 6Zum StundenplanJosephineKindergeburtstagTurnen+ 5Zum StundenplanLisaTurnenTanzen+ 6Zum StundenplansunnyFitnessTanzen+ 6Zum StundenplanVivienTurnenTanzen+ 6Zum StundenplanTinaTanzenTurnen+ 6Zum StundenplanSaskiaFitnessTanzen+ 6Zum StundenplanAnnettFitnessTanzen+ 6Zum StundenplanAnnikaZum StundenplanIsabelleRückenfitZum StundenplanJennyFitnessTanzen+ 6Zum StundenplanJuliaFitnessTanzen+ 8Zum StundenplanKaylaFitnessTanzen+ 8Zum StundenplanMareikeFitnessTanzen+ 8Zum StundenplanMiaFitnessTanzen+ 8Zum StundenplanRafaelaFitnessTanzen+ 6Zum Stundenplan,,,[], info@poledancestar.de,http://poledancestar.de,+4917621887999,https://www.eversports.de/s/poledancestar/team,"['Poledance', 'Fitness', 'Poledance', 'Fitness', 'Tanzen', 'Turnen', 'Tanzen', 'Turnen', 'Kindergeburtstag', 'Tanzen', 'Fitness', 'Poledance', 'Rückenfit', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Turnen', 'Poledance', 'Kindergeburtstag', 'Turnen', 'Turnen', 'Tanzen', 'Fitness', 'Tanzen', 'Turnen', 'Tanzen', 'Tanzen', 'Turnen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Rückenfit', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen']",Zum Stundenplan,"['https://files.eversports.com/192deef2-7990-4e17-8bbb-30a588dfcb7a/43jpg-x-large.webp', 'https://files.eversports.com/7056348d-70a2-4c3d-a29b-0292634149b8/43double_jule_luise-2jpg-small.webp', 'https://files.eversports.com/0eecec3a-c338-4221-bd07-802382dc1529/43taubepng-small.webp', 'https://files.eversports.com/e2e5917e-b277-4482-b749-db436cace97b/43twerk-2jpg-small.webp', 'https://files.eversports.com/ab2bd27e-74df-4b84-851a-19b6e8a577c7/43rafaelajpeg-small.webp']",2024-01-24 20:48:02,2024-01-24 20:48:02
,"['Bundesstraße 107', ' 20144 Hamburg']",20144,Hamburg,Bundesstraße 107,['Übersicht'],"In der Kaifu-Lodge werden Kurse zu den Themen Kraftsport, Cadio, Schwimmen, Squash, Athletik, Eltern/Kind- und Outdoorsport angeboten. Die Sportanlage befindet sich im Herzen von Eimsbüttel und ist nicht weit von den Bushaltestellen  ""Christuskirche"", ""Kaiser-Friedrich Ufer"" und ""Schlump"" entfernt. Parkplätze sowie ein Parkhaus befinden sich in unmittelbarer Nähe. Das Studio verfügt über 3000 qm² Fitnessfläche, sowie den größten Yoga & Pilatesbereich in Hamburg.  Zudem gibt es je einen Pool im Innen- und Außenbereich und eine Gastronomie.",,,"['Raumqualität: 0.0', 'Freundlichkeit & Service: 0.0', 'Sauberkeit: 0.0', 'Atmosphäre: 0.0', 'Preis-Leistung: 0.0']", info@kaifu-lodge.de,http://www.kaifu-lodge.de,+49 40 401281,https://www.eversports.de/s/KAIFU-LODGE,"['(Noch keine Bewertungen)', 'Fitness', 'Squash']",,"['https://files.eversports.com/070b20b9-b1d3-4679-b23f-b699f90eff2c/kaifu-lodge-squashjpg-x-large.webp', 'https://files.eversports.com/b97cc0be-fbda-415d-b8db-0625de96a53c/kaifu-lodge-fitnesjpg-small.webp', 'https://files.eversports.com/eb3740cf-a5c2-418d-9ab8-6299d9bd88a7/kaifu-lodge-pooljpg-small.webp', 'https://files.eversports.com/fe4cbd4f-0481-4b21-9a2d-8915e13bd1ce/kaifu-lodge-weightsjpg-small.webp', 'https://files.eversports.com/862bf200-6e45-43b9-8f8d-0d54c3afedcb/kaifu-lodge-fitnessjpg-small.webp']",2024-01-24 20:48:11,2024-01-24 20:48:11
,"['Tübinger Straße 10 ', ' 70794 Filderstadt']",70794,Filderstadt,Tübinger Straße 10 ,"['Übersicht', 'Klassen', 'Preise', 'Team']","Komm vorbei und lerne zu fliegen!Bei Polemotions erwartet Dich mehr als wunderschöne Luftakrobatik. Wir sind eine Community voller unterschiedlicher Menschen, die alle nichts lieber tun als gemeinsam durchs Studio zu fliegen - aber jede:r auf seine eigene Art.Wir lieben alle Facetten und Stile von Pole Dance. Du willst etwas Neues versuchen, dich mehr bewegen, abschalten, etwas Besonderes ausprobieren, auf der Bühne stehen, tanzen und die Welt um dich vergessen, selbstbewusster werden und eine neue Seite von dir entdecken? Egal, was dein Grund ist zu uns ins Studio zu kommen - jeder Grund ist der richtige um Pole Dance anzufangen und wir freuen uns auf Dich!Werde Teil unserer Polemotions Family und lass dich von unserem Luftakrobatik-Fieber anstecken.","4,8",43 Rezensionen,"['Raumqualität: 4.6', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.9', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.7']", info@polemotions.de,https://polemotions.de/,,https://www.eversports.de/s/polemotions-filderstadt,"['Poledance', 'Krafttraining', 'Handstand', 'Handstand', 'Poledance', 'Poledance', 'Krafttraining', 'Handstand', '43 Rezensionen', 'Poledance', 'Krafttraining', 'Stretching', 'Handstand', 'Heels', 'Online Klasse']",1 Angebot für Neukund:innen,"['https://files.eversports.com/de88c9ad-d060-4f5d-bcbc-0ca322455816/img_20170329_232320_523-x-large.webp', 'https://files.eversports.com/6e71820d-88d0-43c3-a695-daa22eaef863/_22b9311jpg-small.webp', 'https://files.eversports.com/2b4769c7-e666-4fe0-8e5e-cd76f612d417/20170207_181111-small.webp', 'https://files.eversports.com/0bdc1528-9c7e-44f0-89a9-8428624dc16f/albina-fijpeg-small.webp', 'https://files.eversports.com/f7b8a8b4-5b26-4620-87f5-15076fe81e66/lkh_2881jpg-small.webp']",2024-01-24 20:48:23,2024-01-24 20:48:23
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",NataliaPoledanceZum StundenplanAnneKrafttrainingHandstand+ 4Zum StundenplanBiancaHandstandPoledance+ 1Zum StundenplanTinaPoledanceZum StundenplanAnjaKrafttrainingHandstand+ 4Zum StundenplanGina-MariePoledanceZum StundenplanJuliaPoledanceStretching+ 5Zum StundenplanAlbinaPoledanceKrafttrainingZum StundenplanAndrésKrafttrainingTanzen+ 7Zum StundenplanAndrésKrafttrainingYoga+ 5Zum StundenplanAnna-LenaTanzenPoledance+ 7Zum StundenplanCarmenPoledanceKrafttraining+ 4Zum StundenplanChristinePoledanceStretchingZum StundenplanElenaStretchingPoledance+ 2Zum StundenplanFabioOnline KlasseHandstand+ 1Zum StundenplanGast TrainerPoledanceStretching+ 2Zum StundenplanJouliaPoledanceZum StundenplanJudithPoledanceZum StundenplanJulia N.KrafttrainingPoledance+ 4Zum StundenplanJustinePoledanceStretching+ 2Zum StundenplanKajaPoledanceOnline Klasse+ 2Zum StundenplanKrissiPoledanceOnline KlasseZum StundenplanMaraYogaKrafttraining+ 12Zum StundenplanMelanieTanzenKrafttraining+ 7Zum StundenplanMellyAerial HoopAerial AkrobatikZum StundenplanRobertAerial HoopAerial AkrobatikZum StundenplanTajanaPoledanceZum Stundenplan,,,[], info@polemotions.de,https://polemotions.de/,,https://www.eversports.de/s/polemotions-filderstadt/team,"['Poledance', 'Krafttraining', 'Handstand', 'Handstand', 'Poledance', 'Poledance', 'Krafttraining', 'Handstand', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Krafttraining', 'Krafttraining', 'Tanzen', 'Krafttraining', 'Yoga', 'Tanzen', 'Poledance', 'Poledance', 'Krafttraining', 'Poledance', 'Stretching', 'Stretching', 'Poledance', 'Online Klasse', 'Handstand', 'Poledance', 'Stretching', 'Poledance', 'Poledance', 'Krafttraining', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Online Klasse', 'Poledance', 'Online Klasse', 'Yoga', 'Krafttraining', 'Tanzen', 'Krafttraining', 'Aerial Hoop', 'Aerial Akrobatik', 'Aerial Hoop', 'Aerial Akrobatik', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/de88c9ad-d060-4f5d-bcbc-0ca322455816/img_20170329_232320_523-x-large.webp', 'https://files.eversports.com/6e71820d-88d0-43c3-a695-daa22eaef863/_22b9311jpg-small.webp', 'https://files.eversports.com/2b4769c7-e666-4fe0-8e5e-cd76f612d417/20170207_181111-small.webp', 'https://files.eversports.com/0bdc1528-9c7e-44f0-89a9-8428624dc16f/albina-fijpeg-small.webp', 'https://files.eversports.com/f7b8a8b4-5b26-4620-87f5-15076fe81e66/lkh_2881jpg-small.webp']",2024-01-24 20:49:28,2024-01-24 20:49:28
,"['Auguststraße 8', ' 53229 Bonn']",53229,Bonn,Auguststraße 8,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Polestructions ist ein Poledance Studio in Bonn. Hier findest Du Kurse in Pole Fitness und Luftakrobatik (Aerial Silk und Aerial Hoop). Weitere Kurse im vielfältigen Angebot sind Stretch & Contortion, Floorwork, Chair Dance, Acroyoga und Jumping. Interessiert? Für 10 Euro kannst du jederzeit eine Probestunde in der Auguststraße in Bonn-Beuel besuchen. Bei Polestructions gibt es auch regelmäßig dreistündige Workshops, damit sich eine längere Anfahrt lohnt.","4,9",164 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.9', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.8']", info@polestructions.com,https://polestructions.com/,+49 178 605 80 30,https://www.eversports.de/s/Polestructions,"['Tanzen', 'Salsa', 'Poledance', 'Fitness', 'Tanzen', 'Funsport', 'Fitness', 'Salsa', 'Fitness', 'Tanzen', '164 Rezensionen', 'Fitness', 'Tanzen', 'Poledance', 'Funsport', 'Personal Training', 'Flexibles Training', 'Gruppenangebote', 'Events', 'Akrobatik', 'Umkleidekabine', 'Tagestarife', 'Raumvermietung', 'Floorwork', 'Chairdance', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik']",1 Angebot für Neukund:innen,"['https://files.eversports.com/18242dc3-f36f-4481-b3e8-46af81f3a64a/dsc_1123jpg-x-large.webp', 'https://files.eversports.com/41fba9d1-7047-4627-845a-9242ffa5f1a6/polestructions-de-70337-eversports-4jpg-small.webp', 'https://files.eversports.com/4fc2b9ba-1586-4d43-9937-c26accbf600b/polestructions-de-70337-eversports-5jpg-small.webp', 'https://files.eversports.com/edcc8294-18fd-4f40-86b8-43d01078e4dc/polestructions-de-70337-eversports-6jpg-small.webp', 'https://files.eversports.com/c3f72101-616e-4038-8200-cabcebe6429b/polestructions-de-70337-eversports-11jpg-small.webp']",2024-01-24 20:49:41,2024-01-24 20:49:41
,,,,,[],,,,[],,,,https://www.eversports.de/s/Polestructions/videos,[],,[],2024-01-24 20:53:17,2024-01-24 20:53:17
,,,,,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']",ElisaTanzenSalsa+ 19Zum StundenplanBarbaraPoledanceFitness+ 19Zum StundenplanJennyTanzenFunsport+ 8Zum StundenplanLeaFitnessSalsa+ 19Zum StundenplanAnna GüFitnessTanzen+ 19Zum StundenplanJennifer R.FitnessTanzen+ 19Zum StundenplanEsterFitnessTanzen+ 19Zum StundenplanNickFitnessPoledance+ 19Zum StundenplanOlgaFitnessSalsa+ 19Zum StundenplanFionaFitnessTanzen+ 19Zum StundenplanJeannineFitnessTanzen+ 19Zum StundenplanJohannaTanzenPoledance+ 16Zum StundenplanLara ValentinaFitnessTanzen+ 16Zum StundenplanMarleneFitnessTanzen+ 19Zum StundenplanSvennaFitnessFunsport+ 10Zum StundenplanLenaFitnessTanzen+ 19Zum StundenplanJanaFitnessTanzen+ 19Zum StundenplanKatjaFitnessTanzen+ 10Zum StundenplanAnna GoFitnessSalsa+ 19Zum StundenplanElaFitnessTanzen+ 16Zum StundenplanSabrinaFitnessTanzen+ 19Zum StundenplanSophiaZum StundenplanGiuliettaFitnessPersonal Training+ 16Zum StundenplanHannaFitnessTanzen+ 10Zum StundenplanSteffiFitnessTanzen+ 10Zum StundenplanLea MarieTanzenPoledance+ 16Zum StundenplanLisa MariePoledanceTanzen+ 16Zum Stundenplan,,,[], info@polestructions.com,https://polestructions.com/,+49 178 605 80 30,https://www.eversports.de/s/Polestructions/team,"['Tanzen', 'Salsa', 'Poledance', 'Fitness', 'Tanzen', 'Funsport', 'Fitness', 'Salsa', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Poledance', 'Fitness', 'Salsa', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Tanzen', 'Poledance', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Funsport', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Salsa', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Personal Training', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Tanzen', 'Poledance', 'Poledance', 'Tanzen']",Zum Stundenplan,"['https://files.eversports.com/18242dc3-f36f-4481-b3e8-46af81f3a64a/dsc_1123jpg-x-large.webp', 'https://files.eversports.com/41fba9d1-7047-4627-845a-9242ffa5f1a6/polestructions-de-70337-eversports-4jpg-small.webp', 'https://files.eversports.com/4fc2b9ba-1586-4d43-9937-c26accbf600b/polestructions-de-70337-eversports-5jpg-small.webp', 'https://files.eversports.com/edcc8294-18fd-4f40-86b8-43d01078e4dc/polestructions-de-70337-eversports-6jpg-small.webp', 'https://files.eversports.com/c3f72101-616e-4038-8200-cabcebe6429b/polestructions-de-70337-eversports-11jpg-small.webp']",2024-01-24 20:53:17,2024-01-24 20:53:17
,"['Gabelsbergerstraße 1A ', ' 04317 Leipzig']",04317,Leipzig,Gabelsbergerstraße 1A ,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']","Poledancestar bedeutet Kompetenz, Zusammenhalt, Spaß, Flexibilität. In Vielen Kursen mit und ohne Pole bekommst du eine optimale Mischung, um Dich vorranzubringen - sportlich und mental. Kinder ab 4 Jahre trainieren bei Poledancestar und nach oben sind keine Grenzen gesetzt. Schnupperstunden, Basickurse, Poletricks & -transitions, Wettkampfvorbereitung/Choreografieerstellung, Privattraining, Pole-Party, Twerken, Exotic Pole, Rent your Pole, Poledance Kids & Teens,Fit for Pole, Flexibility, Poledancestar*-Instructor","4,9",56 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", info@poledancestar.de,http://poledancestar.de,+4917621887999,https://www.eversports.de/s/Poledancestar,"['Poledance', 'Fitness', 'Poledance', 'Fitness', 'Tanzen', 'Turnen', 'Tanzen', 'Turnen', 'Kindergeburtstag', '56 Rezensionen', 'Fitness', 'Tanzen', 'Turnen', 'Poledance', 'Rückenfit', 'Kindergeburtstag', 'Kids World', 'Online Klasse']",Kostenlos Schnuppern,"['https://files.eversports.com/192deef2-7990-4e17-8bbb-30a588dfcb7a/43jpg-x-large.webp', 'https://files.eversports.com/7056348d-70a2-4c3d-a29b-0292634149b8/43double_jule_luise-2jpg-small.webp', 'https://files.eversports.com/0eecec3a-c338-4221-bd07-802382dc1529/43taubepng-small.webp', 'https://files.eversports.com/e2e5917e-b277-4482-b749-db436cace97b/43twerk-2jpg-small.webp', 'https://files.eversports.com/ab2bd27e-74df-4b84-851a-19b6e8a577c7/43rafaelajpeg-small.webp']",2024-01-24 20:53:40,2024-01-24 20:53:40
,,,,,[],,,,[],,,,https://www.eversports.de/s/Poledancestar/videos,[],,[],2024-01-24 20:58:20,2024-01-24 20:58:20
,,,,,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']",KathrinPoledanceZum StundenplanRaniaFitnessPoledance+ 7Zum StundenplanSteffiFitnessTanzen+ 4Zum StundenplanChristinTurnenTanzen+ 6Zum StundenplanElisabethTurnenKindergeburtstag+ 4Zum StundenplanLuiseTanzenFitness+ 5Zum StundenplanSandyPoledanceRückenfit+ 2Zum StundenplanFalkoFitnessTanzen+ 7Zum StundenplanMarie-LuiseFitnessTanzen+ 6Zum StundenplanCatharinaTurnenPoledance+ 6Zum StundenplanJosephineKindergeburtstagTurnen+ 5Zum StundenplanLisaTurnenTanzen+ 6Zum StundenplansunnyFitnessTanzen+ 6Zum StundenplanVivienTurnenTanzen+ 6Zum StundenplanTinaTanzenTurnen+ 6Zum StundenplanSaskiaFitnessTanzen+ 6Zum StundenplanAnnettFitnessTanzen+ 6Zum StundenplanAnnikaZum StundenplanIsabelleRückenfitZum StundenplanJennyFitnessTanzen+ 6Zum StundenplanJuliaFitnessTanzen+ 8Zum StundenplanKaylaFitnessTanzen+ 8Zum StundenplanMareikeFitnessTanzen+ 8Zum StundenplanMiaFitnessTanzen+ 8Zum StundenplanRafaelaFitnessTanzen+ 6Zum Stundenplan,,,[], info@poledancestar.de,http://poledancestar.de,+4917621887999,https://www.eversports.de/s/Poledancestar/team,"['Poledance', 'Fitness', 'Poledance', 'Fitness', 'Tanzen', 'Turnen', 'Tanzen', 'Turnen', 'Kindergeburtstag', 'Tanzen', 'Fitness', 'Poledance', 'Rückenfit', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Turnen', 'Poledance', 'Kindergeburtstag', 'Turnen', 'Turnen', 'Tanzen', 'Fitness', 'Tanzen', 'Turnen', 'Tanzen', 'Tanzen', 'Turnen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Rückenfit', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen']",Zum Stundenplan,"['https://files.eversports.com/192deef2-7990-4e17-8bbb-30a588dfcb7a/43jpg-x-large.webp', 'https://files.eversports.com/7056348d-70a2-4c3d-a29b-0292634149b8/43double_jule_luise-2jpg-small.webp', 'https://files.eversports.com/0eecec3a-c338-4221-bd07-802382dc1529/43taubepng-small.webp', 'https://files.eversports.com/e2e5917e-b277-4482-b749-db436cace97b/43twerk-2jpg-small.webp', 'https://files.eversports.com/ab2bd27e-74df-4b84-851a-19b6e8a577c7/43rafaelajpeg-small.webp']",2024-01-24 20:58:20,2024-01-24 20:58:20
,"['Edisonstraße 20', ' 68309 Mannheim']",68309,Mannheim,Edisonstraße 20,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Willkommen bei Pole and Move. Unser Motto 2022: Egal was passiert am Ende werden wir Tanzen. Unsere Studios befinden sich in Mannheim, Heidelberg und Ketsch und natürlich auch Online. Wir sind ein junges, dynamisches und motiviertes Unternehmen in der Sport- und Fitnessbranche, welches sich hauptsächlich auf den Polesport & Arial Arts konzentriert.
Wir freuen uns auf alle Tanz- und Sportbegeisterte, die uns einmal besuchen möchten.","4,8",29 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 4.8', 'Sauberkeit: 4.8', 'Atmosphäre: 4.8', 'Preis-Leistung: 4.8']", team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/Pole-and-Move-Online-Studio,"['Power Pole', 'Poledance', 'Fitness', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', '29 Rezensionen', 'Fitness', 'Tanzen', 'Poledance', 'Stretching', 'Lapdance', 'Chairdance', 'Aerial Dance', 'Burlesque', 'Hula Hoop', 'Twerken']",1 Angebot für Neukund:innen,"['https://files.eversports.com/ce18ee10-e44a-482a-8c85-5ab57a420e0b/larab-web-2285jpg-x-large.webp', 'https://files.eversports.com/66aafbb2-8629-4ccb-ac2e-ca10e0b27ceb/img_8663_compressedjpg-small.webp', 'https://files.eversports.com/e280e70a-4668-4b2c-84c4-399d30ccdc40/img_8657jpg-small.webp', 'https://files.eversports.com/c1b6cd34-59f4-4a3a-bce4-88d44c7fa055/miriams-4726jpg-small.webp', 'https://files.eversports.com/23e52706-35b9-4879-8316-5c8729aa82ac/miriams-4429jpg-small.webp']",2024-01-24 20:58:46,2024-01-24 20:58:46
,,,,,[],,,,[],,,,https://www.eversports.de/s/Pole-and-Move-Online-Studio/videos,[],,[],2024-01-24 20:59:38,2024-01-24 20:59:38
,,,,,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']",RomyPower PolePoledance+ 3Zum StundenplanJasminFitnessPoledance+ 1Zum StundenplanNina C.Power PolePoledance+ 3Zum StundenplanYesim CatherinePower PolePoledance+ 3Zum StundenplanAmeliePower PolePoledance+ 8Zum StundenplanBerfinPower PolePoledance+ 8Zum StundenplanDuyguPoledancePower Pole+ 8Zum StundenplanJennyPoledanceHandstand+ 8Zum StundenplanSandraZum StundenplanAngelique M.FitnessPoledance+ 13Zum StundenplanAliciaFitnessPoledance+ 4Zum StundenplanAlixFitnessTanzen+ 4Zum StundenplanAlyshaFitnessPoledance+ 13Zum StundenplanAnabelZum StundenplanAndreaRaumvermietungPoledance+ 13Zum StundenplanAngelina K.Flexibles TrainingZum StundenplanAngelina v.Z.Aerial YogaPoledance+ 14Zum StundenplanAnnePoledancePower Pole+ 3Zum StundenplanArletaZum StundenplanArletaPower PolePoledance+ 3Zum StundenplanCarolinePoledancePower Pole+ 3Zum StundenplanCelineFitnessRaumvermietung+ 13Zum StundenplanChantalPower PolePoledance+ 8Zum StundenplanClassZum StundenplandariaRaumvermietungPower Pole+ 11Zum StundenplanElisaFitnessPower Pole+ 8Zum StundenplanEugeniaPoledanceRaumvermietung+ 13Zum Stundenplan,,,[], team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/Pole-and-Move-Online-Studio/team,"['Power Pole', 'Poledance', 'Fitness', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Poledance', 'Power Pole', 'Poledance', 'Handstand', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Fitness', 'Tanzen', 'Fitness', 'Poledance', 'Raumvermietung', 'Poledance', 'Flexibles Training', 'Aerial Yoga', 'Poledance', 'Poledance', 'Power Pole', 'Power Pole', 'Poledance', 'Poledance', 'Power Pole', 'Fitness', 'Raumvermietung', 'Power Pole', 'Poledance', 'Raumvermietung', 'Power Pole', 'Fitness', 'Power Pole', 'Poledance', 'Raumvermietung']",Zum Stundenplan,"['https://files.eversports.com/ce18ee10-e44a-482a-8c85-5ab57a420e0b/larab-web-2285jpg-x-large.webp', 'https://files.eversports.com/66aafbb2-8629-4ccb-ac2e-ca10e0b27ceb/img_8663_compressedjpg-small.webp', 'https://files.eversports.com/e280e70a-4668-4b2c-84c4-399d30ccdc40/img_8657jpg-small.webp', 'https://files.eversports.com/c1b6cd34-59f4-4a3a-bce4-88d44c7fa055/miriams-4726jpg-small.webp', 'https://files.eversports.com/23e52706-35b9-4879-8316-5c8729aa82ac/miriams-4429jpg-small.webp']",2024-01-24 20:59:39,2024-01-24 20:59:39
