Klassenname,Beschreibung,Studio Name,Standort,Kategorie,Datum,URL_E,Zeit
Low Flow / Floorwork,"In dieser Klasse bleiben wir auf dem Boden bzw. unten an der Stange . Wir erlernen Choreos & Floor Tricks, arbeiten an Waves und Snakes... Ihr wollt an euren Bewegungsausführungen arbeiten und eure weiblichen Körper neu entdecken??? Dann traut euch!!! Diese Klasse ist für alle Level geeignet!!!!",Poleaddict,Schnupperstunde,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/_mk9_Kp,17:00 - 18:15
Rent Your pole,Trainier wann und auf was du Lust hast und miete dir deine Pole bzw. das Stusio.,Poleaddict,Rent your Pole,Poledance,"Samstag, 23. Dezember 2023",https://www.eversports.de/e/class/wY97OrL,13:00 - 18:00
Rent Your pole,Trainier wann und auf was du Lust hast und miete dir deine Pole bzw. das Stusio.,Poleaddict,Rent your Pole,Poledance,"Sonntag, 24. Dezember 2023",https://www.eversports.de/e/class/4YSwGdF,13:00 - 18:00
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,"Industriestr 10, 22927 Celle",Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/QeEnp8h_f0,19:15 - 20:30
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,Tagesticket - Polefitness (Aktion),Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/CkB7SkItbK3,18:15 - 19:30
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,"Industriestr 10, 22927 Celle",Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/yAI0E5h,18:15 - 19:30
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,Tagesticket - Polefitness (Aktion),Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/aeMck2ejYHW,19:30 - 20:45
Exotic Pole,"Geeignet für JEDEN. Egal ob du PoleathletiX schon kennst, oder uns gerade erst entdeckt hast! Schnuppere rein in die lyrische Welt des Polesports. Erlerne erste Basics aus dem Bereich Exotic Pole und kombiniere sie in diesem Kurs zu einer kleinen Choreografie. Lass dich überraschen! Nutze die Chance um etwas neues auszuprobieren und jegliche Komfortzonen zu verlassen.",PoleathletiX,Tagesticket - Polefitness (Aktion),Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/dfCzWE-6yIM,18:15 - 19:30
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,"Industriestr 10, 22927 Celle",Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/gkk9ddzI1rE,19:30 - 20:45
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,Tagesticket - Polefitness (Aktion),Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/NXRNRMcQWKH,18:00 - 19:15
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,"Industriestr 10, 22927 Celle",Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/QeEnp8h_f0,19:15 - 20:30
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,Tagesticket - Polefitness (Aktion),Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/CkB7SkItbK3,18:15 - 19:30
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,"Industriestr 10, 22927 Celle",Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/yAI0E5h,18:15 - 19:30
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,Tagesticket - Polefitness (Aktion),Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/aeMck2ejYHW,19:30 - 20:45
Exotic Pole,"Geeignet für JEDEN. Egal ob du PoleathletiX schon kennst, oder uns gerade erst entdeckt hast! Schnuppere rein in die lyrische Welt des Polesports. Erlerne erste Basics aus dem Bereich Exotic Pole und kombiniere sie in diesem Kurs zu einer kleinen Choreografie. Lass dich überraschen! Nutze die Chance um etwas neues auszuprobieren und jegliche Komfortzonen zu verlassen.",PoleathletiX,Tagesticket - Polefitness (Aktion),Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/dfCzWE-6yIM,18:15 - 19:30
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,"Industriestr 10, 22927 Celle",Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/gkk9ddzI1rE,19:30 - 20:45
Polefitness,"Polefitness ist die neue Trendsportart in der es die Kunst ist durch Power, Mobilität, Ausdauer und koordinative Fähigkeiten zauberhafte Bewegung aufeinander folgend zu kombinieren und damit schnell effektiv den Köper zu trainieren und zu formen.",PoleathletiX,Tagesticket - Polefitness (Aktion),Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/NXRNRMcQWKH,18:00 - 19:15
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/Q2vFFpe,10:00 - 22:00
Schnuppern & Beginner Poledance,"Für die Schnupperstunde zu besuchen brauchst du keinerlei Voraussetzungen. Hier hast du die Möglichkeit erste Einblicke zu gewinnen. Bitte beachtet, dass ihr für das Training unter einer langen Warm Up Hose, eine kurze anliegende Sporthose tragen solltet. Falls du weitere fragen zu deiner ersten Polestunde hast, sind wir stets für dich da:).",Polefamily-Koblenz,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/qbkoXKL,17:20 - 18:20
Intermediate Xmas Flow,Weihnachtsferien Specia Kurse.,Polefamily-Koblenz,Einzelticket,Aerial Dance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/BO4nVYL,18:30 - 19:45
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/s0A8Cse,10:00 - 22:00
Heels Pole Flow,Weihnachtsferien Specia Kurse.,Polefamily-Koblenz,Einzelticket,Aerial Dance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/icOh-vy,17:30 - 19:00
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/B3TuVXh,10:00 - 22:00
Weihnachtsspecial,Weihnachtsferien Specia Kurse.,Polefamily-Koblenz,Einzelticket,Aerial Dance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/f1aFUTF,18:00 - 19:30
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/K60NIdB,10:00 - 22:00
Beginner Level,"Im Beginner Level Kurs, werden erste Grundlagen, neue Spins/Tricks sowie climbs (Klettern), Kopfüber Figuren erlernt.",Polefamily-Koblenz,Einzelticket,Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/yhuoMsd,18:10 - 19:10
Intermediate/Advanced,"In unserem Intermediate/Advancved Poledance Kurs werden kraftvolle Tricks, wunderschöne und anmutige Figuren, neue Spins und Combos erlernt.  ( Handspring, Aysha, Shouldermount, Drops, Splits)",Polefamily-Koblenz,19:15 - 20:15,Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/Hx2eGKt,19:15 - 20:15
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/-LmvQPn,10:00 - 22:00
Foto Shooting- Weihnachtlich,Weihnachtsferien Specia Kurse.,Polefamily-Koblenz,Einzelticket,Aerial Dance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/OCFvU16,16:00 - 19:00
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Samstag, 23. Dezember 2023",https://www.eversports.de/e/class/cG1fC7BUv,10:00 - 22:00
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Sonntag, 24. Dezember 2023",https://www.eversports.de/e/class/irLBU7QqKy,10:00 - 22:00
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/Q2vFFpe,10:00 - 22:00
Schnuppern & Beginner Poledance,"Für die Schnupperstunde zu besuchen brauchst du keinerlei Voraussetzungen. Hier hast du die Möglichkeit erste Einblicke zu gewinnen. Bitte beachtet, dass ihr für das Training unter einer langen Warm Up Hose, eine kurze anliegende Sporthose tragen solltet. Falls du weitere fragen zu deiner ersten Polestunde hast, sind wir stets für dich da:).",Polefamily-Koblenz,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/qbkoXKL,17:20 - 18:20
Intermediate Xmas Flow,Weihnachtsferien Specia Kurse.,Polefamily-Koblenz,Einzelticket,Aerial Dance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/BO4nVYL,18:30 - 19:45
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/s0A8Cse,10:00 - 22:00
Heels Pole Flow,Weihnachtsferien Specia Kurse.,Polefamily-Koblenz,Einzelticket,Aerial Dance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/icOh-vy,17:30 - 19:00
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/B3TuVXh,10:00 - 22:00
Weihnachtsspecial,Weihnachtsferien Specia Kurse.,Polefamily-Koblenz,Einzelticket,Aerial Dance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/f1aFUTF,18:00 - 19:30
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/K60NIdB,10:00 - 22:00
Beginner Level,"Im Beginner Level Kurs, werden erste Grundlagen, neue Spins/Tricks sowie climbs (Klettern), Kopfüber Figuren erlernt.",Polefamily-Koblenz,Einzelticket,Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/yhuoMsd,18:10 - 19:10
Intermediate/Advanced,"In unserem Intermediate/Advancved Poledance Kurs werden kraftvolle Tricks, wunderschöne und anmutige Figuren, neue Spins und Combos erlernt.  ( Handspring, Aysha, Shouldermount, Drops, Splits)",Polefamily-Koblenz,19:15 - 20:15,Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/Hx2eGKt,19:15 - 20:15
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/-LmvQPn,10:00 - 22:00
Foto Shooting- Weihnachtlich,Weihnachtsferien Specia Kurse.,Polefamily-Koblenz,Einzelticket,Aerial Dance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/OCFvU16,16:00 - 19:00
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Samstag, 23. Dezember 2023",https://www.eversports.de/e/class/cG1fC7BUv,10:00 - 22:00
Studio Ferien / geschlossen,"Hallo ihr Lieben, auch wir brauchen zwischendurch mal Urlaub. Wir freuen uns darauf euch beim nächsten Training wieder ins schwitzen zu bringen :)",Polefamily-Koblenz,Einzelticket,Tanzen,"Sonntag, 24. Dezember 2023",https://www.eversports.de/e/class/irLBU7QqKy,10:00 - 22:00
Pole Technik Level I,"Das ist der nächste Schritt nach unserem Schnupperkurs. Wir machen weiter dort, wo wir gerade aufgehört haben. Auf dem Programm stehen Klettern an der Pole, verschiedene Pole Seat Variationen und Spins, ein erweitertes Spektrum der Figuren. Die Körperflexibilität wird verbessert und aus den einzelnen Figuren werden kleine Choreos und Transitions entstehen. Das ist die Vorstufe für Inverts, im nächsten Level wird auch kopfüber trainiert.",Tanzstudio Michel,Einzelticket,Poledance,"Samstag, 23. Dezember 2023",https://www.eversports.de/e/class/GA28Dn1,10:00 - 11:00
Einsteigerkurs,"Deine erste Begegnung mit der faszinierenden Welt von Pole Dance. In diesem Kurs wirst du Folgendes kennenlernen:   1.      Die Grundlagen Wie hält man sich sicher an der Pole und wie dreht man sich ?  2.      Kraft und Flexibilität  Mit Pole Dance wird dein Körper nicht nur stärker, sondern auch viel flexibler. Mit unseren Übungen werden beide Aspekte gefördert.  3.      Elegante Bewegungen  Schönheit und Eleganz der Bewegungen sind in Pole Dance besonders wichtig. Mit einfachen Choreos erlernst du die wunderschöne Körpersprache von Pole Dance  Unser Pole Dance Schnupperkurs ist für alle Altersgruppen und für jedes Fitnessniveau geeignet. Nutz diese großartige Gelegenheit um Spaß zu haben, dich fit zu halten und neue Leidenschaft zu entdecken. Wir freuen uns darauf, dich in unserer Tanzgemeinschaft willkommen zu heißen um gemeinsam die Welt von Pole Dance zu erkunden.",Tanzstudio Michel,Einzelticket,Poledance,"Sonntag, 24. Dezember 2023",https://www.eversports.de/e/class/eW6BEaZ,10:00 - 11:00
Freies Training,Hervorragende Möglichkeit die im Training erlernte Tricks selbstständig zu wiederholen und zu perfektionieren. In der von uns angebotenen freien Trainingsstunde steht dir immer der Trainer bei.,Tanzstudio Michel,Einzelticket,Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/cPlK6YZ,16:00 - 17:00
Freies Training,Hervorragende Möglichkeit die im Training erlernte Tricks selbstständig zu wiederholen und zu perfektionieren. In der von uns angebotenen freien Trainingsstunde steht dir immer der Trainer bei.,Tanzstudio Michel,Einzelticket,Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/miHscP0,16:00 - 17:00
Schnupperstunde,"Dein erster Besuch in unserem Studio. Du lernst unsere Räumlichkeiten, die Geräte und und die obligatorischen Sicherheitsvorkehrungen kennen. Im Gespräch mit dem Trainer wird dein Trainingsprogramm mit Rücksicht auf deine Wünsche und Möglichkeiten erstellt.",Tanzstudio Michel,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/PEghciG,17:30 - 18:30
Pole Technik II,"Kannst du schon Outside und Inside Leg Hang, hältst du dich sicher beim Klettern und Intervertieren ? Dann ist die Zeit für neue Figuren und Zusammensetzungen gekommen. In diesem Level turnen wir uns aus und fliegen um die Pole.",Tanzstudio Michel,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/ZFn7Z0v,18:30 - 19:30
Pole Dance Choreo,"In dem Kurs geht es darum, die erlernten Fähigkeiten in einer Choreografie anzuwenden. Tanz, Ausdruck und tolle Posen an der sich drehenden und statischen Tanzstange stehen hier im Vordergrund. Teilnahme nur mit Pole Dance Erfahrung möglich.",Tanzstudio Michel,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/Q25c8JW,19:30 - 20:30
Freies Training,Hervorragende Möglichkeit die im Training erlernte Tricks selbstständig zu wiederholen und zu perfektionieren. In der von uns angebotenen freien Trainingsstunde steht dir immer der Trainer bei.,Tanzstudio Michel,Freies Training,Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/k-SCeMB,17:00 - 18:00
Flexy Splits,"Dehnübungen für die Muskulatur deines ganzen Körpers. Wir denken selbstverständlich an den Rücken, die Beine, die Schulterpartie, das Kreuz und die Arme. Das Training verläuft im ruhigen, komfortablen Tempo zur wunderschönen Musik. Der fürsorgliche Trainer wird dich beraten wie man auf vorsichtige und schonende Weise die Gelenkigkeit des Körpers gewinnt und die Schmerzen im Bereich des Halses, Rückens und der Beine loswird.",Tanzstudio Michel,Einzelticket,Dehnung/Flexibilität,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/FE9XgsH,18:00 - 19:00
Technik Flow,"Eine fließende sinnliche Bewegung um die Pole steht im Mittelpunkt. Wir befassen uns mit den Grundlagen der Bewegungen von Technik Flow. Keine Vorerfahrung ist notwendig. Wir empfehlen Knieschoner, Leggins und High Heels (die letzteren sind aber kein Muss).",Tanzstudio Michel,Einzelticket,Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/8vdsVr5,19:15 - 20:15
Pole Technik I,"Das ist der nächste Schritt nach unserem Schnupperkurs. Wir machen weiter dort, wo wir gerade aufgehört haben. Auf dem Programm stehen Klettern an der Pole, verschiedene Pole Seat Variationen und Spins, ein erweitertes Spektrum der Figuren. Die Körperflexibilität wird verbessert und aus den einzelnen Figuren werden kleine Choreos und Transitions entstehen. Das ist die Vorstufe für Inverts, im nächsten Level wird auch kopfüber trainiert.",Tanzstudio Michel,Einzelticket,Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/7561OXk,19:00 - 20:00
Freies Training,Hervorragende Möglichkeit die im Training erlernte Tricks selbstständig zu wiederholen und zu perfektionieren. In der von uns angebotenen freien Trainingsstunde steht dir immer der Trainer bei.,Tanzstudio Michel,Freies Training,Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/TRwFiEd,17:00 - 18:00
Flexy Back,"Dehnübungen für die Muskulatur deines ganzen Körpers. Wir denken selbstverständlich an den Rücken, die Beine, die Schulterpartie, das Kreuz und die Arme. Das Training verläuft im ruhigen, komfortablen Tempo zur wunderschönen Musik. Der fürsorgliche Trainer wird dich beraten wie man auf vorsichtige und schonende Weise die Gelenkigkeit des Körpers gewinnt und die Schmerzen im Bereich des Halses, Rückens und der Beine loswird.",Tanzstudio Michel,Einzelticket,Stretching,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/Bdgjpdg,18:00 - 19:00
Flow+Choreo (Heels),In diesem Kurs geht es fließende Bewegungen um die Pole herum. Kombinationen aus Floor Work und Basic Pole Moves werden sich zu einer Choreo verschmelzen.,Tanzstudio Michel,Einzelticket,Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/9m6C6ZF,19:15 - 20:15
Schnupperstunde,"Dein erster Besuch in unserem Studio. Du lernst unsere Räumlichkeiten, die Geräte und und die obligatorischen Sicherheitsvorkehrungen kennen. Im Gespräch mit dem Trainer wird dein Trainingsprogramm mit Rücksicht auf deine Wünsche und Möglichkeiten erstellt.",Tanzstudio Michel,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/PEghciG,17:30 - 18:30
Pole Technik II,"Kannst du schon Outside und Inside Leg Hang, hältst du dich sicher beim Klettern und Intervertieren ? Dann ist die Zeit für neue Figuren und Zusammensetzungen gekommen. In diesem Level turnen wir uns aus und fliegen um die Pole.",Tanzstudio Michel,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/ZFn7Z0v,18:30 - 19:30
Pole Dance Choreo,"In dem Kurs geht es darum, die erlernten Fähigkeiten in einer Choreografie anzuwenden. Tanz, Ausdruck und tolle Posen an der sich drehenden und statischen Tanzstange stehen hier im Vordergrund. Teilnahme nur mit Pole Dance Erfahrung möglich.",Tanzstudio Michel,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/Q25c8JW,19:30 - 20:30
Freies Training,Hervorragende Möglichkeit die im Training erlernte Tricks selbstständig zu wiederholen und zu perfektionieren. In der von uns angebotenen freien Trainingsstunde steht dir immer der Trainer bei.,Tanzstudio Michel,Einzelticket,Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/cPlK6YZ,16:00 - 17:00
Freies Training,Hervorragende Möglichkeit die im Training erlernte Tricks selbstständig zu wiederholen und zu perfektionieren. In der von uns angebotenen freien Trainingsstunde steht dir immer der Trainer bei.,Tanzstudio Michel,Freies Training,Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/k-SCeMB,17:00 - 18:00
Flexy Splits,"Dehnübungen für die Muskulatur deines ganzen Körpers. Wir denken selbstverständlich an den Rücken, die Beine, die Schulterpartie, das Kreuz und die Arme. Das Training verläuft im ruhigen, komfortablen Tempo zur wunderschönen Musik. Der fürsorgliche Trainer wird dich beraten wie man auf vorsichtige und schonende Weise die Gelenkigkeit des Körpers gewinnt und die Schmerzen im Bereich des Halses, Rückens und der Beine loswird.",Tanzstudio Michel,Einzelticket,Dehnung/Flexibilität,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/FE9XgsH,18:00 - 19:00
Technik Flow,"Eine fließende sinnliche Bewegung um die Pole steht im Mittelpunkt. Wir befassen uns mit den Grundlagen der Bewegungen von Technik Flow. Keine Vorerfahrung ist notwendig. Wir empfehlen Knieschoner, Leggins und High Heels (die letzteren sind aber kein Muss).",Tanzstudio Michel,Einzelticket,Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/8vdsVr5,19:15 - 20:15
Pole Technik I,"Das ist der nächste Schritt nach unserem Schnupperkurs. Wir machen weiter dort, wo wir gerade aufgehört haben. Auf dem Programm stehen Klettern an der Pole, verschiedene Pole Seat Variationen und Spins, ein erweitertes Spektrum der Figuren. Die Körperflexibilität wird verbessert und aus den einzelnen Figuren werden kleine Choreos und Transitions entstehen. Das ist die Vorstufe für Inverts, im nächsten Level wird auch kopfüber trainiert.",Tanzstudio Michel,Einzelticket,Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/7561OXk,19:00 - 20:00
Freies Training,Hervorragende Möglichkeit die im Training erlernte Tricks selbstständig zu wiederholen und zu perfektionieren. In der von uns angebotenen freien Trainingsstunde steht dir immer der Trainer bei.,Tanzstudio Michel,Einzelticket,Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/miHscP0,16:00 - 17:00
Freies Training,Hervorragende Möglichkeit die im Training erlernte Tricks selbstständig zu wiederholen und zu perfektionieren. In der von uns angebotenen freien Trainingsstunde steht dir immer der Trainer bei.,Tanzstudio Michel,Freies Training,Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/TRwFiEd,17:00 - 18:00
Flexy Back,"Dehnübungen für die Muskulatur deines ganzen Körpers. Wir denken selbstverständlich an den Rücken, die Beine, die Schulterpartie, das Kreuz und die Arme. Das Training verläuft im ruhigen, komfortablen Tempo zur wunderschönen Musik. Der fürsorgliche Trainer wird dich beraten wie man auf vorsichtige und schonende Weise die Gelenkigkeit des Körpers gewinnt und die Schmerzen im Bereich des Halses, Rückens und der Beine loswird.",Tanzstudio Michel,Einzelticket,Stretching,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/Bdgjpdg,18:00 - 19:00
Flow+Choreo (Heels),In diesem Kurs geht es fließende Bewegungen um die Pole herum. Kombinationen aus Floor Work und Basic Pole Moves werden sich zu einer Choreo verschmelzen.,Tanzstudio Michel,Einzelticket,Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/9m6C6ZF,19:15 - 20:15
Pole Technik Level I,"Das ist der nächste Schritt nach unserem Schnupperkurs. Wir machen weiter dort, wo wir gerade aufgehört haben. Auf dem Programm stehen Klettern an der Pole, verschiedene Pole Seat Variationen und Spins, ein erweitertes Spektrum der Figuren. Die Körperflexibilität wird verbessert und aus den einzelnen Figuren werden kleine Choreos und Transitions entstehen. Das ist die Vorstufe für Inverts, im nächsten Level wird auch kopfüber trainiert.",Tanzstudio Michel,Einzelticket,Poledance,"Samstag, 23. Dezember 2023",https://www.eversports.de/e/class/GA28Dn1,10:00 - 11:00
