"Pole Studio","Stadt","Land","Adresse","PLZ","Telefonnummer","E-Mail-Adresse","Webseite","Facebook","Instagram","Art","ID","Angebot","Beschreibung","Updated Date","Owner","Created Date","Bildergalerie","Richtigkeit der Angaben","Pole Studios (Pole Studio)","Online Studios (Pole Studio)","Inaktiv","Löschvermerk"
"Empire Pole","Bad Salzuflen","Deutschland","{""formatted"":""Lehmkuhlstraße 21, 32108 Bad Salzuflen""}","32108","0170 5287217","info@empirepole.de","http://www.empirepole.com/","https://de-de.facebook.com/empirepole/","https://www.instagram.com/empirepole/","Pole Studio","41b488e6-ad73-46fd-be08-81c692f6cfcd",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-08T11:34:34Z,,,"/polestudio/empire-pole","/onlinestudio/empire-pole",,
"Poleria","Rebstein","Schweiz","{""subdivisions"":[{""code"":""SG"",""name"":""Sankt Gallen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Rheintal"",""name"":""Rheintal"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Rebstein"",""name"":""Rebstein"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""CH"",""name"":""Schweiz"",""type"":""COUNTRY""}],""city"":""Rebstein"",""location"":{""latitude"":47.401628,""longitude"":9.588797999999999},""countryFullname"":""Schweiz"",""streetAddress"":{""number"":""4"",""name"":""Gewerbestrasse"",""apt"":"""",""formattedAddressLine"":""Gewerbestrasse 4""},""formatted"":""Gewerbestrasse 4, 9445 Rebstein, Schweiz"",""country"":""CH"",""postalCode"":""9445"",""subdivision"":""SG""}","9445","0795372618","poleriainfo@gmail.com","http://poleria.com","https://www.facebook.com/poledancecube","https://www.instagram.com/poleria.rebstein/","Pole Studio","41bf5dd0-c9d3-4744-8cf6-8c17b2938414","<p>Dank des umfangreichen Kursangebots und den unterschiedlichen Levels, die in der Poleria angeboten werden, findet bei uns jede genau das, was auf sie zugeschnitten ist.</p><p>Während unter der Woche die regulären Poledance Lektionen stattfinden, bieten wir an den Wochenenden regelmässig spezielle Kurse wie beispielsweise Highheels-Choreos, Floorwork, Chair Dance, Kopf- und Handstandtraining etc. an.</p><p>​</p><p>Für Spezialanlässe und Events wie Polterabend, Vereins- oder Geschäftsanlass stellen wir gerne ein passendes Programm zusammen.</p>","<p>Das geräumige Studio ist ausgestattet mit 10 hochwertigen, drei Meter hohen Stangen, wobei jeder Kursteilnehmenden während den Lektionen eine eigene Stange zur Verfügung steht. Ebenfalls im Tanzraum befindet sich ein kleines Lavabo das während den Lektionen für Trinkwassernachschub sorgt.</p><p>Direkt nebenan befinden sich Toiletten sowie eine Umkleide.</p><p>​</p><p>Das Studio ist liebevoll und dennoch praktisch eingerichtet und bietet genügend Platz für tänzerische Darbietungen jedes einzelnen. Die Wall-of-Fame lädt durch ihre abwechslungsreiche Ausschmückung mit Postkarten, Motivationssprüchen sowie unseren Jahreszielen etc. zum Staunen und Verweilen ein.</p>",2023-08-29T15:05:39Z,"6e5d893b-d533-465e-a43a-ec7fdf378b05",2023-05-18T20:37:16Z,"[{""description"":"""",""slug"":""logo_.jpg_0"",""alt"":"""",""src"":""wix:image://v1/6e5d89_13e25d7e23a548d791a0e3d5fe8f81a9~mv2.jpg/logo_.jpg#originWidth=4000&originHeight=3000"",""title"":""LOGO_.jpg"",""type"":""image"",""settings"":{}}]",true,"/polestudio/poleria","/onlinestudio/poleria",,
"Happy Pole Place","Düsseldorf","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Düsseldorf"",""location"":{""latitude"":51.2263174,""longitude"":6.707559},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""72"",""name"":""Wiesenstraße"",""apt"":""""},""formatted"":""Wiesenstraße 72, 40549 Düsseldorf, Deutschland"",""country"":""DE"",""postalCode"":""40549""}","40549","01516 1425925","info@happypoleplace.de","https://www.happypoleplace.de/#/","https://www.facebook.com/happypoleplace","https://www.instagram.com/happypoleplace/?hl=de","Pole Studio","41e8162c-9b80-4c17-9520-5185117ea4c1",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/happy-pole-place","/onlinestudio/happy-pole-place",,
"Flow Fusion Pole-Aerial-Dance Studio","Nürnberg","Deutschland","{""formatted"":""Platenstraße 64 , 90441 Nürnberg""}","90441"," 01629468932","hello@flowfusion.de","https://flowfusion.de/","https://www.facebook.com/people/Flow-Fusion-Pole-Aerial-Dance-Studio/100088483751498/","https://www.instagram.com/flowfusion.poledance/","Pole Studio","43e9a68f-6314-4f02-939f-3b5c19c64d0a",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-25T13:47:47Z,,,"/polestudio/flow-fusion-pole-aerial-dance-studio","/onlinestudio/flow-fusion-pole-aerial-dance-studio",,
"MetroPole Dance - NOW2","Heilbronn","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Süd"",""name"":""Stuttgart"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Heilbronn"",""name"":""Heilbronn"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Heilbronn"",""location"":{""latitude"":49.1575311,""longitude"":9.2192888},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""34"",""name"":""Austraße"",""apt"":"""",""formattedAddressLine"":""Austraße 34""},""formatted"":""Austraße 34, 74076 Heilbronn, Deutschland"",""country"":""DE"",""postalCode"":""74076"",""subdivision"":""BW""}","74076","015202929952","now@metropole-dance.de","https://www.metropole-dance.de/",,"https://www.instagram.com/metropole.dance/","Pole Studio","451d0f4a-6299-4037-9391-af6a815a4bbf",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-03-27T15:17:08Z,,,"/polestudio/metropole-dance---now2","/onlinestudio/metropole-dance---now2",,
"Pole Faction Rhein-Neckar","Hirschberg an der Bergstraße","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KA"",""name"":""Karlsruhe"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Hirschberg an der Bergstraße"",""name"":""Hirschberg an der Bergstraße"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Hirschberg an der Bergstraße"",""location"":{""latitude"":49.4976464,""longitude"":8.6518558},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""39"",""name"":""Heddesheimer Straße"",""apt"":"""",""formattedAddressLine"":""Heddesheimer Str. 39""},""formatted"":""Heddesheimer Straße 39, 69493 Hirschberg an der Bergstraße, Deutschland"",""country"":""DE"",""postalCode"":""69493"",""subdivision"":""BW""}","69493 ","015225933500","info@pole-faction.de","http://pole-faction.de","https://www.facebook.com/polefaction","https://www.instagram.com/polefaction/","Pole Studio","4543543a-f843-45f0-8686-a6d27c8b2648","<p>In unserem Studio werden klassische Technikkurse in vier Leveln angeboten. UnserProfil wird durch weitere Kurse wie Heels, Floorwork, Aerial Hoop und Non-PoleKurse abgerundet.</p>","<p>Pole Faction ist ein familiäres Pole Dance Studio mit zwei Standorten an der Bergstraße und in Darrmstadt. Wir sind eine bunte Gruppe an Trainerrn und bieten ein ebenso buntes Programm an Kursen an</p>",2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-03-22T13:38:48Z,"[{""description"":"""",""slug"":""20221101_170605.jpg_0"",""alt"":"""",""src"":""wix:image://v1/b71fa4_f3fee8de3e4e4031922f2bb540b993a2~mv2.jpg/20221101_170605.jpg#originWidth=4608&originHeight=3456"",""title"":""20221101_170605.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""dsc00765.jpg_0"",""alt"":"""",""src"":""wix:image://v1/b71fa4_9a16c9e6ea79485fafdd6beeaec18f1f~mv2.jpg/dsc00765.jpg#originWidth=916&originHeight=1057"",""title"":""DSC00765.JPG"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""dsc00776.jpg_0"",""alt"":"""",""src"":""wix:image://v1/b71fa4_8fe54b5e21614c5cb40e50a98a92ac98~mv2.jpg/dsc00776.jpg#originWidth=1512&originHeight=1011"",""title"":""DSC00776.JPG"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""dsc00798.jpg_0"",""alt"":"""",""src"":""wix:image://v1/b71fa4_0e6b821617bc4ca79409e82e24e0a779~mv2.jpg/dsc00798.jpg#originWidth=1602&originHeight=1070"",""title"":""DSC00798.JPG"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""20221027_133523.jpg_0"",""alt"":"""",""src"":""wix:image://v1/b71fa4_b3a0a73915424a4c99bce658ec685dd6~mv2.jpg/20221027_133523.jpg#originWidth=4608&originHeight=3456"",""title"":""20221027_133523.jpg"",""type"":""image"",""settings"":{}}]",,"/polestudio/pole-faction-rhein-neckar","/onlinestudio/pole-faction-rhein-neckar",,
"Ramonas Tanzschmiede","Gelsenkirchen","Deutschland","{""formatted"":""Ãœckendorfer Straße 121 , 45886 Gelsenkirchen""}","45886","0209 – 93 96 80 80","kontakt@ramonas-tanzschmiede.de","https://ramonas-tanzschmiede.de/","https://www.facebook.com/RamonasTanzschmiede","https://www.instagram.com/ramonastanzschmiede/","Pole Studio","4592ac9b-7961-46f7-b348-d62b995f0259",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-05-03T15:31:32Z,,,"/polestudio/ramonas-tanzschmiede","/onlinestudio/ramonas-tanzschmiede",,
"Polestructions","Bonn","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""K"",""name"":""Köln"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""BN"",""name"":""Bonn"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Bonn"",""location"":{""latitude"":50.7422373,""longitude"":7.1269581},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""8"",""name"":""Auguststraße"",""apt"":""""},""formatted"":""Auguststraße 8, 53229 Bonn, Deutschland"",""country"":""DE"",""postalCode"":""53229""}","53229","0178 6058030","info@polestructions.com","https://polestructions.com/","https://www.facebook.com/polestructions","https://www.instagram.com/polestructions.studio/","Pole Studio","464d712d-dcac-4504-b6b6-818c22311885",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/polestructions","/onlinestudio/polestructions",,
"Crazy up & Pole","Wuppertal","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""West"",""name"":""Wuppertal"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Wuppertal"",""location"":{""latitude"":51.272491,""longitude"":7.1979479},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""20-24"",""name"":""Parlamentstraße"",""apt"":""""},""formatted"":""Parlamentstraße 20-24, 42275 Wuppertal, Deutschland"",""country"":""DE"",""postalCode"":""42275""}","42275","0160 97398798","info@crazy-up-pole.de","https://www.crazy-up-pole.de/","https://www.facebook.com/crazyuppole/","https://www.instagram.com/crazyuppole/","Pole Studio","466bd88c-fa31-4a0f-af83-2c9951d3e5e7",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/crazy-up-%26-pole","/onlinestudio/crazy-up-%26-pole",,
"femella-studio","Cottbus","Deutschland","{""subdivisions"":[{""code"":""BB"",""name"":""Brandenburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""CB"",""name"":""Cottbus"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Cottbus"",""location"":{""latitude"":51.752289,""longitude"":14.3356043},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""13"",""name"":""Bautzener Straße"",""apt"":""""},""formatted"":""Bautzener Str. 13, 03046 Cottbus, Deutschland"",""country"":""DE"",""postalCode"":""03046"",""subdivision"":""BB""}","3046","0176 62093840","mail@femella-studio.de","https://femella-studio.de/","https://www.facebook.com/people/Femella-Studio/100063795992902/","https://www.instagram.com/femellastudio/","Pole Studio","48151007-2d96-43aa-bad9-541669adadf3",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/femella-studio","/onlinestudio/femella-studio",,
"Infinity Polesports Burgkirchen","Burgkirchen","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Oberbayern"",""name"":""Oberbayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Burgkirchen an der Alz"",""name"":""Burgkirchen an der Alz"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Burgkirchen an der Alz"",""location"":{""latitude"":48.168159,""longitude"":12.7311112},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""8"",""name"":""Martin-Ofner-Straße"",""apt"":""""},""formatted"":""Martin-Ofner-Straße 8, 84508 Burgkirchen an der Alz, Deutschland"",""country"":""DE"",""postalCode"":""84508"",""subdivision"":""BY""}","84508","0172 1642077","info@infinity-polesports.de","https://www.infinity-polesports.de/","https://www.facebook.com/infinity.polesports","https://www.instagram.com/infinitypolesports_burgkirchen/?hl=de","Pole Studio","48318808-feac-4d34-be19-984700b471bb",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/infinity-polesports-burgkirchen","/onlinestudio/infinity-polesports-burgkirchen",,
"Polea - Pole and Aerial Dance","Budenheim","Deutschland","{""subdivisions"":[{""code"":""RP"",""name"":""Rheinland-Pfalz"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Budenheim"",""name"":""Budenheim"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Budenheim"",""location"":{""latitude"":50.0274212,""longitude"":8.1941902},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""5"",""name"":""Budenheimer Parkallee"",""apt"":""""},""formatted"":""Budenheimer Parkallee 5, 55257 Budenheim, Deutschland"",""country"":""DE"",""postalCode"":""55257"",""subdivision"":""RP""}","55257","017645911101","info.polea@gmail.com","https://polea-dance.de/","https://www.facebook.com/leamerscher/","https://www.instagram.com/polea_dance/?hl=de","Pole Studio","4937012f-0804-44e5-bb5f-cdbb84b378fb",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-12-02T19:01:52Z,,,"/polestudio/polea---pole-and-aerial-dance","/onlinestudio/polea---pole-and-aerial-dance",,
"Dance in the City Remscheid","Remscheid","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""RS"",""name"":""Remscheid"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Remscheid"",""location"":{""latitude"":51.18170970000001,""longitude"":7.1842327},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""4"",""name"":""Hochstraße"",""apt"":""""},""formatted"":""Hochstraße 4, 42853 Remscheid, Deutschland"",""country"":""DE"",""postalCode"":""42853""}","42853","02191 4604411","info@dance-in-the-city.de","https://www.dance-in-the-city.de/","https://www.facebook.com/Tanzstudio.Dance.in.the.City","https://www.instagram.com/tanzstudio_dance_in_the_city/","Pole Studio","4ab47177-8246-40b7-8f86-775ed7fa102e",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/dance-in-the-city-remscheid","/onlinestudio/dance-in-the-city-remscheid",,
"Le Chat Noir Berlin","Berlin","Deutschland","{""subdivisions"":[{""code"":""BE"",""name"":""Berlin"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Berlin"",""name"":""Berlin"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Berlin"",""location"":{""latitude"":52.4990129,""longitude"":13.3512286},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""8"",""name"":""Motzstraße"",""apt"":""""},""formatted"":""Motzstraße 8, 10777 Berlin, Deutschland"",""country"":""DE"",""postalCode"":""10777"",""subdivision"":""BE""}","10777","0174 8384290","info@lechatnoirberlin.de","https://lechatnoirberlin.de/","https://www.facebook.com/LeChatNoirBerlin/","https://www.instagram.com/lechatnoirberlin/?hl=de","Pole Studio","4cb9ba41-77ff-4e77-b6db-d6c49fac6c70",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/le-chat-noir-berlin","/onlinestudio/le-chat-noir-berlin",,
"POLEPLACE",,"Deutschland",,,,"info@poleplace.de","http://poleplace.de/",,"http://www.instagram.com/poleplace.de/","Online Studio","4e2b3ff0-a3bf-482a-b491-8bf8f6f1fc3c","<p>Wir bieten zwei Mitgliedschaften an. Unsere Monatsmitgliedschaft ist flexibel kündbar und kostet 35 € pro Monat. Unsere Jahresmitgliedschaft kostet 28 € pro Monat mit 12 Monaten Laufzeit.</p>","<p>POLEPLACE macht dein Wohnzimmer zu einem Pole Studio. Mit über 3.500 Mitgliedern sind wir das größte Poledance Online Studio in Deutschland, Österreich und der Schweiz. Mit unserer bewährten Floor-Stand-Air-Methode beherrschst du alle unsere Techniken bald im Handumdrehen. Diese Methode ist das Ergebnis von mehr als 10 Jahren Pole-Dance-Erfahrung, die unser Coach Irina mit mehr als 2.000 Schüler*innen gesammelt hat.</p><p>TRAINIERE WO DU WILLST, IN DEINEM EIGENEN TEMPO – MIT POLEPLACE.</p>",2023-07-01T23:51:10Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-12-06T16:49:49Z,"[{""description"":"""",""slug"":""284241_77887e3f0a3e4a06b1b6e85bddd2c9e1~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/284241_77887e3f0a3e4a06b1b6e85bddd2c9e1~mv2.jpg/ddd.jpg#originWidth=1000&originHeight=667"",""title"":""ddd.jpg"",""type"":""image"",""settings"":{""width"":1000,""height"":667,""focalPoint"":[0.5,0.5]}},{""description"":"""",""slug"":""284241_a9b4d08c6a584d62bcb6a7e0cff3db03~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/284241_a9b4d08c6a584d62bcb6a7e0cff3db03~mv2.jpg/gf.jpg#originWidth=1000&originHeight=667"",""title"":""gf.jpg"",""type"":""image"",""settings"":{""width"":1000,""height"":667,""focalPoint"":[0.5,0.5]}},{""description"":"""",""slug"":""284241_9ad0913a3b0246a599df3bbbb1aaded4~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/284241_9ad0913a3b0246a599df3bbbb1aaded4~mv2.jpg/sss.jpg#originWidth=1000&originHeight=667"",""title"":""sss.jpg"",""type"":""image"",""settings"":{""width"":1000,""height"":667,""focalPoint"":[0.5,0.5]}},{""description"":"""",""slug"":""284241_143b446836c64177997973b22c330d96~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/284241_143b446836c64177997973b22c330d96~mv2.jpg/vv.jpg#originWidth=1000&originHeight=667"",""title"":""vv.jpg"",""type"":""image"",""settings"":{""width"":1000,""height"":667,""focalPoint"":[0.5,0.5]}}]",true,"/polestudio/poleplace","/onlinestudio/poleplace",,
"Pure Motion Kiel","Kiel","Deutschland","{""subdivisions"":[{""code"":""SH"",""name"":""Schleswig-Holstein"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KI"",""name"":""Kiel"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Kiel"",""location"":{""latitude"":54.3325174,""longitude"":10.1104669},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""1"",""name"":""Eichkamp"",""apt"":""""},""formatted"":""Eichkamp 1, 24116 Kiel, Deutschland"",""country"":""DE"",""postalCode"":""24116"",""subdivision"":""SH""}","24116","0431 38585048","info@puremotion-kiel.de","https://puremotion-kiel.de/","https://www.facebook.com/puremotionkiel","https://www.instagram.com/puremotion_kiel/?hl=de","Pole Studio","53137d94-8b77-43aa-96b6-584b05b73e0d",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/pure-motion-kiel","/onlinestudio/pure-motion-kiel",,
"Pole Dance Academy Neuburg","Neuburg an der Donau","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Oberbayern"",""name"":""Oberbayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Neuburg an der Donau"",""name"":""Neuburg an der Donau"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Neuburg an der Donau"",""location"":{""latitude"":48.73482,""longitude"":11.17983},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""181B"",""name"":""Luitpoldstraße"",""apt"":""""},""formatted"":""Luitpoldstraße 181B, 86633 Neuburg an der Donau, Deutschland"",""country"":""DE"",""postalCode"":""86633"",""subdivision"":""BY""}","86633","0176 23102492","maria@poledanceacademy.de","https://www.poledanceacademy.de/pages/kurse-neuburg.php","http://""unbekannt""","http://""unbekannt""","Pole Studio","531702ef-419b-4ba5-8498-4d6d25f08c3c",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/pole-dance-academy-neuburg","/onlinestudio/pole-dance-academy-neuburg",,
"Wonderpole","Leichlingen","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""K"",""name"":""Köln"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Leichlingen (Rheinland)"",""name"":""Leichlingen (Rheinland)"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Leichlingen (Rheinland)"",""location"":{""latitude"":51.104338,""longitude"":6.9998447},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""7"",""name"":""Roßlenbruch"",""apt"":"""",""formattedAddressLine"":""Roßlenbruch 7""},""formatted"":""Roßlenbruch 7, 42799 Leichlingen (Rheinland), Deutschland"",""country"":""DE"",""postalCode"":""42799""}","42799","015111952505","info@wonderpole.de","https://wonderpole.de/impressum%2Fkontakt","https://www.facebook.com/profile.php?id=100034751816345","https://www.instagram.com/wonderpole_byphiline/","Pole Studio","53db5d17-2681-4dd7-a995-941276d8a441",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-03-08T16:59:53Z,,,"/polestudio/wonderpole","/onlinestudio/wonderpole",,
"Pole Dance Power","Ostheim","Deutschland","{""formatted"":""Gartenstraße 5, 97645 Ostheim""}","97645","'+49 (0) 151/41220726","poledancepower-ostheim@gmx.de","http://www.poledancepower-ostheim.de/","https://www.facebook.com/people/Pole-Dance-Power-Ostheim/100063606489655/","https://www.instagram.com/pole_dance_power_ostheim/","Pole Studio","545a1c9e-f0d6-4dd7-abf8-e5dda62505dd",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-08T11:34:34Z,,,"/polestudio/pole-dance-power","/onlinestudio/pole-dance-power",,
"Tanzstudio Redlightdance Berlin","Berlin","Deutschland","{""subdivisions"":[{""code"":""BE"",""name"":""Berlin"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Berlin"",""name"":""Berlin"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Berlin"",""location"":{""latitude"":52.5455013,""longitude"":13.3582258},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""31"",""name"":""Luxemburger Straße"",""apt"":""""},""formatted"":""Luxemburger Str. 31, 13353 Berlin, Deutschland"",""country"":""DE"",""postalCode"":""13353"",""subdivision"":""BE""}","13353","030 75565106","redlightdance@gmx.de","https://redlightdance.de/","https://www.facebook.com/redlightdance","https://www.instagram.com/redlightdance_berlin/?hl=de","Pole Studio","55473bff-0585-4fc0-a392-df95135e5dfc",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/tanzstudio-redlightdance-berlin","/onlinestudio/tanzstudio-redlightdance-berlin",,
"PoleGarage Iserloh","Iserloh","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Arnsberg"",""name"":""Arnsberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Iserlohn"",""name"":""Iserlohn"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Iserlohn"",""location"":{""latitude"":51.3690352,""longitude"":7.704197999999999},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""32"",""name"":""Lünkerhohl"",""apt"":""""},""formatted"":""Lünkerhohl 32, 58644 Iserlohn, Deutschland"",""country"":""DE"",""postalCode"":""58644""}","58644","01514 2471116","info@polegarage.de","https://polegarage.de/","https://www.facebook.com/polegarageiserlohn/","https://www.instagram.com/polegarage.hagen.iserlohn/","Pole Studio","5568d8a4-89e5-402f-a1c0-80a5eeda5381",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/polegarage-iserloh","/onlinestudio/polegarage-iserloh",,
