"Name","Art","Inaktiv","Datum","Owner","Webseite","Uhrzeit","Enddatum","Level","Preis","Dauer","Kategorie","Beschreibung","Trainer","Anbieter","Pole Studio","Stadt","Land","Kurzbeschreibung","Schwerpunkte","Titelbild","Portfolio","Favoriten","Created Date","Löschvermerk","ID","Updated Date","Trainerbeschreibung","Trainerbild","Richtigkeit der Angaben","Bilder inkludiert","Kosten pro Bild","Events (All)","Events (Name)"
"SOLD OUT - Pole in Paradise Slinky Edition 2023","Pole Camp",,"2024-10-08","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.instagram.com/fitforagoddess/",,"2024-10-12","Alle Level","ab 1,200 $",,,"<p class=""font_8"">We couldn’t wait any longer to announce the Bad 🍑 guest instructors of our Pole in Paradise: Slinky Edition Pole Camp so here we go🤯<br>
<br>
Here are our SLINKY CAMP Instructors:<br>
<br>
<a href=""https://www.instagram.com/dorisarnoldpoledancer/"">@dorisarnoldpoledancer</a><br>
<a href=""https://www.instagram.com/coffee_pole/"">@coffee_pole</a><br>
<a href=""https://www.instagram.com/jazzykpole/"">@jazzykpole</a><br>
<br>
Freaking amazing right?!??? Make sure to follow these epic movers if you aren’t already (IG Handles on flyer &amp; tagged above) because they are STRAIGHT 🔥!<br>
<br>
These guest instructors will be teaching you all types of Slinky thangs! You’ll be learning from each instructor in 4 different 90 minute workshops totaling 12 workshops over the span of 5 days!!<br>
<br>
Here are the deets:<br>
<br>
WHEN:<br>
Tuesday, October 8th - Saturday, October 12th<br>
<br>
WHERE:<br>
Fit For a Goddess Pole Studio (Oahu)<br>
320 Ward Ave<br>
Honolulu, HI 96814<br>
<br>
EARLY BIRD PRICING🔥: $1,200<br>
*Early Bird Price (paid in full; no payment plans) is avail only until 11/30/2023!*<br>
REG PRICE: $1,300<br>
*Payment Plans Avail (6 Payments of $225 + tax; must be paid in full by July 31st, 2024)*<br>
<br>
INCLUDED:<br>
• 12 Slinky Pole &amp; Non Pole Workshops<br>
• Recovery Beach Pole Day<br>
• Snacks &amp; Refreshments<br>
• Exclusive Camper Swag<br>
• &amp; More!</p>","<ul class=""font_8"">
  <li><p class=""font_8""><a href=""https://www.instagram.com/dorisarnoldpoledancer/"">@dorisarnoldpoledancer</a>&nbsp;</p></li>
  <li><p class=""font_8""><a href=""https://www.instagram.com/coffee_pole/"">@coffee_pole</a></p></li>
  <li><p class=""font_8""><a href=""https://www.instagram.com/jazzykpole/"">@jazzykpole</a></p></li>
</ul>","Fit for a Goddess",,"Honolulu","Hawaii",,,,,,2023-11-19T10:35:13Z,,"68888675-95aa-41a2-b5fc-0e4d6403b7a3",2023-11-19T10:39:58Z,,,,,,"/workshop/","/event/sold-out---pole-in-paradise-slinky-edition-2023"
"Beginner Choreo Workshop","Workshop",,"2024-01-13","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/Jmt5Wqz","13:45 - 14:55 Uhr",,,"ab 30,00 €",,"Pole Choreo",,"<p class=""font_8"">Caroline</p>",,"5ece7522-effe-4bd7-8bbf-e0994153e9e9","Mannheim","Deutschland",,,,,,2023-12-03T19:12:32Z,,"68bbecf1-e848-4b84-b5bd-88a461a1d201",2023-12-03T19:12:59Z,,,,,,"/workshop/","/event/beginner-choreo-workshop"
"Late Summer Camp","Pole Camp",true,"2023-09-23","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.instagram.com/p/CwaQZdHt1pq/",,"2023-09-24",,"unbekannt",,,"<p class=""font_8""><br>
während wir uns langsam von den warmen Sonnenstrahlen verabschieden, möchten wir diesen Übergang auf eine ganz besondere Art und Weise zelebrieren. Unser ""Late Summer Camp"" lädt euch herzlich dazu ein, den Sommer auf einem High-Level-Event gebührend ausklingen zu lassen. Du warst noch nicht bei uns und würdest gerne mal vorbeikommen?<br>
<br>
Am 23. &amp; 24.09. hast du die Möglichkeit 3 Kurse bei uns auszuprobieren.<br>
<br>
Schicke uns gerne eine DN oder melde dich unter 0173 4575 394.<br>
<br>
Wir freuen uns auf euch ☀️</p>",,"polelounge md",,"Magdeburg","Deutschland","🌞🍂 Abschied vom Sommer in höchstem Stil! 🍂🌞",,,,,2023-08-29T14:54:56Z,,"696c17a1-c137-47d3-a805-049537a5d3cc",2023-09-23T23:53:02Z,,,,,,"/workshop/","/event/late-summer-camp"
"Rock Hard Style High Heels Pole Workshop","Workshop",,"2024-02-04","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/LAHNDF-","20:15 - 21:45 Uhr",,"Alle Level","ab 35,00 €",,"Pole & Heels","<p class=""font_8"">Rock it! Nicht nur an der Pole sondern vor allem musikalisch. Wer Lust auf eine neue High Heels Exotic Choreo im Rock-Metal Stil hat und an der Pole headbangen möchte ist herzlich willkommen.
</p>","<p class=""font_8"">Celine</p>",,"caeb8b6e-1459-428f-ba21-d6fa39cd2052","Aachen","Deutschland",,,,,,2023-12-03T19:12:32Z,,"69eb67ab-11ac-44f6-b293-be9d9cd2224d",2023-12-03T19:15:54Z,,,,,,"/workshop/","/event/rock-hard-style-high-heels-pole-workshop"
"Burlesque Fortgeschrittenen-Workshop mit Lady Lou","Workshop",,"2024-01-06","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/vi8vume","18:00 - 20:00 Uhr",,"Advanced","ab 55,00 €",,"Dance (no pole)","<p class=""font_8"">Burlesque Fortgeschrittenen-Workshop mit Lady Lou</p>","<p class=""font_8"">Lady Lou</p>",,"aff95b8f-66f1-49f0-997e-ff70484a05c7","Berlin","Deutschland",,,,,,2023-12-03T19:12:32Z,,"6b31e9d7-fb61-4c80-88a4-7e7575b6ffdc",2023-12-03T19:12:47Z,,,,,,"/workshop/","/event/burlesque-fortgeschrittenen-workshop-mit-lady-lou"
"Pole on Heels mit Becky*","Workshop",,"2024-01-28","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/aHz4uNe","15:15 - 16:15 Uhr",,"Intermediate","ab 35,00 €",,"Pole & Heels",,"<p class=""font_8"">Becky</p>",,"aff95b8f-66f1-49f0-997e-ff70484a05c7","Berlin","Deutschland",,,,,,2023-12-03T19:12:33Z,,"6d28d013-b65a-49c8-be31-47049b600ab4",2023-12-03T19:13:46Z,,,,,,"/workshop/","/event/pole-on-heels-mit-becky*"
"Pole Instructor (Advanced)","Ausbildung",,"2023-12-08","8b24d7d5-252b-4215-950a-a767a57913d9","https://www.polebaticseducation.de/termine.html",,"2023-12-10",,"750 €","3 Tage (24 UE)",,"<p>In dieser praxisorientierten Instructor-Weiterbildung lernst du neben dem Aufbau von Advanced Stunden auch die wichtigsten Techniken, Tricks und Lernziele für die Fortgeschrittenenstufe (Levels 7-9) für die Static (feststehenden) und Spinning (rotierenden) Pole, so dass Du selbstständig Pole Stunden für Advanced anbieten kannst. Wir beginnen mit den Grundtechniken der einfacheren Tricks (Level 7) und steigern uns innerhalb der 28 Unterrichtseinheiten an den 3 Praxistagen bis zu den schwierigen Figuren (Level 8) und Kombinationen (Level 9). Unser Fokus liegt dabei nicht nur auf der sauberen und gesundheitsfördernden Ausführung unter Berücksichtigung individueller anatomischer Voraussetzungen - auch schulen wir deinen deinen Blick für&#x27;s Detail, damit du deinen Schülern wertvolle Korrekturen geben kannst. </p><p><br/>VORAUSSETZUNG <br/>Alle Pole Trainer*innen mit mindestens einjähriger Unterrichtserfahrung im Pole Intermediate-Bereich.<br/><br/>REFERENTINNEN <br/>- Zuzana Wiedemann: Pole &amp; Tease Teacher seit über 20 Jahren &amp; Yogalehrerin <br/>- Nele Sehrt: Tanzpädagogin, Yogalehrerin, Fitness &amp; Personal Trainerin, Flexibility &amp; Mobility Coach, Psychologin, Pole &amp; Tease Teacher seit über 25 Jahren</p>",,"Polebatics Education",,"Hamburg",,"Teacher Training","<p>AUSBILDUNGSINHALTE  </p><p>- Figurenkatalog Advanced  </p><p>- Methodischer Aufbau der Levels 7-9  </p><p>- Trick- &amp; Spin-Technik  </p><p>- Combos &amp; Transitions  </p><p>- Methodik  </p><p>- Lernziele </p><p>- Break Down  </p><p>- Korrektur </p><p>- Spotting &amp; Supporting Grips</p>","wix:image://v1/8b24d7_b5c91d65fd8a4430842ccb0560215558~mv2.jpg/_MG_6597.jpg#originWidth=2048&originHeight=1365",,,2023-08-10T16:09:19Z,,"6da5b463-3776-44aa-83c8-60fef6bd77a6",2023-08-10T16:09:19Z,,,true,,,"/workshop/","/event/pole-instructor-(advanced)"
"POLE SPLITS","Workshop",,"2024-01-28","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/CRjs8aS","12:30 - 14:00 Uhr",,"Advanced","ab 35,00 €",,"Flexy Pole","<p class=""font_8"">Spagat mit und an der Pole sehen immer spektakulär aus und dabei ist egal ob es ein ""echter"" oder ein ""fake"" Split ist.</p>","<p class=""font_8"">Renate</p>",,"b8eec855-a63b-4840-b4c0-29c9e482b3bf","Oberpfalz","Deutschland",,,,,,2023-10-29T11:34:25Z,,"70353bda-3f7d-4459-85e6-e54a0ab44cce",2023-11-01T14:02:04Z,"<p class=""font_8"">Examinierte Krankenschwester
Pilatestrainerin 
ärztlich geprüfte Yogalehrerin und zertifizierte Tri Yoga - Lehrerin (Basic - Level 3) 
Anti-Graviyt-Instructor
Slingtrainerin
Aerobic B-Lizenz
Tanzpädagogin
Dance-Aerobic-Instructor 
Pole Fitness X-Pert Level 1-4
Spinning Pole X-Pert
Acro Yoga Instructor
Ausbildung in Yogatherapie</p>",,,,,"/workshop/","/event/pole-splits"
"X-Pert - Flexibility Flow","Ausbildung",,"2024-03-02","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://xpertfitness.com/find-a-course/flexibility-flow-jeds-meerbusch-germany-2-3-march-2024/",,"2024-03-03",,"$599",,,,,"JEDS",,,,,,,,,2023-08-30T13:19:19Z,,"7499491f-6650-4a1e-85eb-8b92c20dcb69",2023-08-30T13:25:27Z,,,,,,"/workshop/","/event/x-pert---flexibility-flow"
"Lap Dance I Sensual Seduction (All)","Workshop",,"2023-12-09","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/TUPgiPb","14:30 - 16:00 Uhr",,"Alle Level","ab 30,00 €",,"Dance (no pole)","<p class=""font_8"">Lap Dance ist die intimste Art, sich deinem Gegenüber zu offenbaren. Es dreht sich alles darum, eine Atmosphäre zu schaffen, in der du die Person, die auf dem Stuhl sitzt, durch geschmeidige Bewegungen und sanfte Berührungen in deinen Bann ziehst. Doch keine Sorge – du bestimmst, wie viel du von dir preisgibst und welche Geschichte du heute erzählen möchtest.</p>","<p class=""font_8"">Julia B.</p>",,"5febf86d-6462-45e3-a738-b6c3f2c1e719","Hamburg","Deutschland",,,,,,2023-12-03T19:12:33Z,,"75c4d9be-99fb-4527-ba68-e62d58abdec2",2023-12-03T19:16:45Z,,,,,,"/workshop/","/event/lap-dance-i-sensual-seduction-(all)"
"Yoga mit Ekaterina","Workshop",,"2023-12-09","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/40Q6aeb",,,"Alle Level","ab 70,00 €",,"Akrobatik (no pole)","<p class=""font_8"">""Ich lade dich ein, mit mir in die Welt des Yoga einzutauchen. Komm zu dir selbst zurück, spüre deine Natur, werde in diesem Moment zu einem wilden Kätzchen.</p>",,,"8483121d-a6a9-41e7-a707-3bb5bfac3ca3","Düsseldorf","Deutschland",,,,,,2023-12-03T19:12:32Z,,"76b6e734-0594-43e5-8aae-c05ae578e15a",2023-12-03T19:16:45Z,,,,,,"/workshop/","/event/yoga-mit-ekaterina"
"ACRO YOGA","Workshop",,"2024-01-21","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/vP3iPub","10:00 - 12:00 Uhr",,"Intermediate","ab 35,00 €",,"Akrobatik (no pole)","<p class=""font_8"">Entdecke die Kraft in Dir, einen Menschen auf Deinen Füßen und Händen zu balancieren und zu bewegen. Erlebe auch das unglaubliche Gefühl, Dich balancieren zu lassen, auf den Füßen und Händen eines anderen Menschen. Ein Spotter (= Hilfestellung) sichert das Geschehen, so dass Du den Flug vertrauensvoll genießen kannst. Du wirst erstaunt sein was alles möglich ist, Riesenspaß haben und direkt im Hier und Jetzt ankommen. Ganz nebenbei macht AcroYoga Deinen Körper stark und beweglich.</p>","<p class=""font_8"">Renate</p>",,"b8eec855-a63b-4840-b4c0-29c9e482b3bf","Oberpfalz","Deutschland",,,,,,2023-12-03T19:12:33Z,,"7722f91a-f29b-4e75-810b-d0183729ef87",2023-12-03T19:13:33Z,,,,,,"/workshop/","/event/acro-yoga"
" Zakynthos Spring Pole Camp","Pole Camp",true,"2023-05-18","284241e1-0e53-4183-b67f-34edcfb7c8b1","http://www.instagram.com/zakynthos_spring_pole_camp/?next=%2F",,"2023-05-21",,"ab 620 €",,,"<p>s. Instagram</p>","<p>Bianca Breschi</p><p>Lea Roth</p><p>Sofia Iosifidou</p>"," Zakynthos Spring Pole Camp",," Zakynthos","Griechenland",".",,,,,2023-03-27T16:09:33Z,,"77857161-4b60-4f2e-ace0-c7d17ff8a152",2023-05-19T13:01:45Z,,,true,,,"/workshop/","/event/-zakynthos-spring-pole-camp"
"Floorwork Instructor (Beg & Int)","Ausbildung",,"2024-07-05","8b24d7d5-252b-4215-950a-a767a57913d9","https://www.polebaticseducation.de/termine.html",,"2024-07-07",,"600 €","3 Tage (24 UE)",,"<p>Du hast Bock auf Leg Waves, Heel Clacks, Shoulder Stands und sinnlich-dynamische Bewegungen? Du möchtest den methodischen Aufbau und das Spotting der Tricks lernen und wissen, wie man Floorwork-Choreographien für Beginner &amp; Intermediate aufbaut - mit der richtigen Mischung aus fordernder Zurückhaltung, aus harten &amp; weichen und schnellen &amp; langsamen Bewegungen? <br/>Verbessere deine tänzerischen Fähigkeiten (Kraft, Flexibilität &amp; Dynamik) und erfahre Profi-Tipps rund ums Thema Striptease, Sinnlichkeit, Female Empowerment, Table Dance &amp; Tanzpädagogik. Lerne, professionelle und sinnliche Floorwork-Stunden anzubieten - sowohl für Beginner, als auch für Intermediate. <br/><br/>TEILNAHMEVORAUSSETZUNG <br/>Trainer*in mit Grundausbildung (z.b. Pole Trainer*in-Ausbildung, Groupfitness-Lizenz, Sport- oder Yogalehrer*in). <br/><br/>REFERENTIN <br/>- Nele Sehrt: Tanzpädagogin, Yogalehrerin, Fitness &amp; Personal Trainerin, Flexibility &amp; Mobility Coach, Psychologin, Sexual- &amp; Paartherapeutin, Pole &amp; Tease Teacher seit über 25 Jahren <br/>- Saskia Grobecker: Tease Teacher (Floor, Twerk, Chair, Lap &amp; Strip)</p>",,"Polebatics Education",,"Hamburg",,"Teacher Training","<p>INHALTE  </p><p>- levelübergreifendes Ausbildungsmanual  </p><p>- Styles: Old &amp; New Style, Sensual, Lyrical  </p><p>- ABC-Methode für Beginner, Intermediate &amp; Advanced  </p><p>- Methodik von Moves, Tricks &amp; Akrobatik  </p><p>- Tease-Psychologie &amp; Sinnlichkeit  </p><p>- Fokus auf saubere Transitions  </p><p>- anatomische Besonderheiten</p>","wix:image://v1/8b24d7_391b4412e95f4983853674ca7e364246~mv2.jpg/_MG_8438.jpg#originWidth=2048&originHeight=1365",,,2023-08-10T16:23:42Z,,"780cccca-14d3-47dd-98bb-0ee0f19b9936",2023-08-10T16:23:42Z,,,true,,,"/workshop/","/event/floorwork-instructor-(beg-%26-int)"
"Yoga Rad Online Workshop Schwerpunkt Balance","Workshop",,"2024-01-17","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/sfMgovr","18:00 - 19:30 Uhr",,"Alle Level","ab 44,00 €",,"Akrobatik (no pole)","<p class=""font_8"">Du möchtest dein Gleichgewichtssinn und deine Koordination verbessern? Dann wird dir der Yoga Rad Workshop mit dem Schwerpunkt Balance gefallen. Hier dreht sich alles um Hand und Fußbalancen auf und mit dem Rad. Wir werden Übungen zur Vorbereitung auf einen Hand-, Kopf und Unterarmstand machen und mehrere spaßige Fußbalancen auf dem Rad.</p>","<p class=""font_8"">Selina</p>",,"14d3a173-6611-40bb-beba-022dd23765ed","Online","Online",,,,,,2023-10-29T11:34:25Z,,"78870e6e-649b-43cf-8e55-26534bedb9eb",2023-11-01T14:02:30Z,"<p class=""font_8"">Mein Name ist Selina und bin leidenschaftliche Sportlerin. Mit 16 Jahre begann ich mit dem Krafttraining und lernte die Vorzüge von Yoga kennen. Das ist mittlerweile 13 Jahre her. Vor 10 Jahren entdeckte ich meine dritte Leidenschaft: den Pole Sport. 
 
Meine Begeisterung für den Sport motivierte mich 2014 mein Studium zur Fitnessökonomin zu beginnen. 2017 beendete ich dieses erfolgreich mit einer Bachelorthesis über das Thema Yoga in der Schwangerschaft. 
 
Seit sechs Jahren bin ich nun als Kursleiterin in den Bereichen Yoga und Pole Sport tätig und ich liebe es! In meinen Kursen gebe ich dir reichlich Input und Fachwissen weiter, dass ich mir über die Jahre angeeignet habe. 
 
Neben der Trainertätigkeit bin ich begeisterte Autorin. Ich veröffentliche 2019 mein erstes Buch über das Training mit dem Yoga Rad. 2021 erfolgte die 2. Auflage in einem neuen Format. Zusätzlich schreibe ich für das Pole Art Magazine Fachartikel über den Pole Sport. 
 
Das Unterrichten und das Lehren von Fachwissen ist meine große Leidenschaft und Stärke. Ich gebe dir gern mein Wissen weiter und biete Workshop, Intensivkurse, Einzelstunden und regelmäßige Kurse an. 
Ich bin dein Wegbegleiter für deine sportlichen Ziele im Bereich Yoga, Pole Sport und Krafttraining!

Seit Januar 2022 habe ich mir den Traum erfüllt eine eigenes Ausbildungsinstitut zu gründen. Die Yoga and Pole Art Academy. Ich bilde Pole Sport, Flexibility und Yoga Wheel Trainer aus. Schau doch gern mal vorbei bei www.yogaandpoleartacademy.de 
 
Du möchtest mich und mein Wesen kennenlernen? Dann hör dir doch gern auch mal die ein oder andere Folge aus meinem Podcast auf Spotify und Anchor an: Pole Dance Fitness I Krafttraining I Flexibility I Meditation & mehr. </p>",,,,,"/workshop/","/event/yoga-rad-online-workshop-schwerpunkt-balance"
"X-Pert - Flexibility Flow","Ausbildung",,"2024-01-20","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://xpertfitness.com/find-a-course/flexibility-flow-tanzschule-poledance-reutlingen-germany-20-21-january-24/",,"2024-01-21",,"$599",,,,,"Tanzschule Poledance Reutlingen",,,,,,,,,2023-08-30T13:19:17Z,,"7943c39d-c949-43e2-ae47-8dc4e782b19f",2023-08-30T13:25:27Z,,,,,,"/workshop/","/event/x-pert---flexibility-flow"
"Special: Chair & Strip - *Sit down & Relax*","Workshop",,"2023-12-10","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/PCusuKmR3","15:00-16:30 Uhr",,"Alle Level","ab 32,00 €","90 Min.","Dance (no pole)","<p class=""font_8"">*Sit down & Relax*

Chair & Strip Choreo

Hier lernst eine sinnliche Choreografie, bei der es nur um dich geht.

Alle Level, keine Vorerfahrung nötig
Was du brauchst: Lange Hose, Rock, extra BH (je nachdem wie viel du loswerden willst) Knieschoner 

Foto: oj_fotografie

</p>","<p class=""font_8"">Emmy</p>",,"59346f3f-196e-4f88-9254-f96a161b6eff","Münster","Deutschland",,,,,,2023-06-02T19:44:13Z,,"7959c8a0-ba7d-455e-8ceb-44c5d50013c0",2023-11-01T14:02:04Z,"<p class=""font_8"">Von der schwerelos Schülerin zur geballte Pole Power ;) Emmy hat vor vielen Jahren im schwerelos als Schülerin getanzt und kurz danach als Trainerin Kurse gegeben. Viele Ausbildungen, Workshops und Erfahrungen später kommt sie uns immer wieder besuchen und bringt ihr Skills für Special Classes mit. </p>",,,,,"/workshop/","/event/special%3A-chair-%26-strip---*sit-down-%26-relax*"
"Politov Pole Camp","Pole Camp",true,"2023-09-20","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.instagram.com/politovpolecamp/",,"2023-09-10",,"ab 1500 €",,,"<p class=""font_8"">▪️PLACE: Turkey, Antalya, Çiralı<br>
<br>
▪️TRAINING PROGRAM: 20 pole and nonpole trainings, morning breathing techniques and exercises<br>
<br>
▪️INCLUDED ACTIVITIES: boat trip, fire mountain climbing, ancient Olympos city ruins, airtrack session, beach pole/water pole sessions, flying pole, foam pit 🌊<br>
<br>
▪️HOTEL: 2 people can live in double room, 3 or 4 people can live in a family room (u can choose)<br>
<br>
▪️FOOD: breakfast &amp; dinner (vegan and vegetarian option available by request)<br>
<br>
▪️TRANSFER: the private bus will take u from the airport to the camp and back<br>
<br>
▪️PRICES:<br>
<br>
1350 EUR per person (if u share family room with 2 or 3 friends)<br>
<br>
1450 EUR per person (if u share double room with one friend)</p>","<p class=""font_8"">Dimitry Politov</p>","Dimitry Politov",,"Türkei, Antalya, Çiralı","Türkei","20 Classes, 10 days, food, water/beach/flying pole",,,,,2023-04-25T16:38:11Z,,"7a54b00e-b829-4809-9d29-dae3a0430fb8",2023-09-23T23:52:14Z,,,,,,"/workshop/","/event/politov-pole-camp"
"How to invert Workshop","Workshop",,"2024-01-20","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/5id4nVo","12:00 - 13:30 Uhr",,"Alle Level","ab 35,00 €",,"Pole Tricks & Technik","<p class=""font_8"">WE GO UPSIDE DOWN!</p>","<p class=""font_8"">Anna</p>",,"caeb8b6e-1459-428f-ba21-d6fa39cd2052","Aachen","Deutschland",,,,,,2023-12-03T19:12:33Z,,"7afcbc2b-2c5d-49ca-b3d0-6bd1c2809bb2",2023-12-03T19:13:22Z,,,,,,"/workshop/","/event/how-to-invert-workshop"
"Ibiza Spring Pole Camp","Pole Camp",false,"2024-05-09","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.ibizapolecamp.eu/2023/08/25/ibiza-spring-pole-camp-2024/",,"2024-05-12",,"unbekannt",,,"<p class=""font_8"">Booking opens soon!</p>
<p class=""font_8"">Enjoy 4 days on the Island with workshops, photo shoots, hiking and fun !<br>
This year we offer:</p>
<p class=""font_8"">10 Workshops:<br>
– 2 Pole Dance workshops<br>
– 2 Exotic Pole workshops<br>
– 2 Burlesque workshops<br>
– 1 Acroyoga Beach workshop<br>
– 1 Thai Massage workshop<br>
– 1 Water Relaxation workshop at the beach<br>
– 1 Meditation Stretching outdoor workshop</p>
<p class=""font_8"">4 Activities:<br>
– 1 hike to Atlantis hidden beach<br>
– 1 hike to Moon Beach<br>
– 1 dinner at the Somiart Ibiza<br>
– 1 trip to the hippy market</p>
<p class=""font_8"">2 Photo Shoots:<br>
– 1 photo shoot at night<br>
– 1 pole photo shoot on the beach<br>
+ multiple pictures during the camp</p>",,"Cologne Pole Fitness",,"Ibiza","Ibiza","Welcome to Ibiza Pole Camp",,,,,2022-12-02T17:03:08Z,,"7b2a1da3-cc47-4c6f-8edb-9adc011eee32",2023-08-25T14:29:43Z,,,true,,,"/workshop/","/event/ibiza-spring-pole-camp"
"SPAGAT I Intensiv","Workshop",,"2024-01-28","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/lxu9gbp","10:30 - 12:00 Uhr",,"Beginner","ab 35,00 €",,"Flexy Pole",,"<p class=""font_8"">Renate</p>",,"b8eec855-a63b-4840-b4c0-29c9e482b3bf","Oberpfalz","Deutschland",,,,,,2023-10-29T11:34:25Z,,"7bc3cb4f-75bd-41b3-b618-2c86da7ec3d2",2023-11-01T14:02:04Z,"<p class=""font_8"">Examinierte Krankenschwester
Pilatestrainerin 
ärztlich geprüfte Yogalehrerin und zertifizierte Tri Yoga - Lehrerin (Basic - Level 3) 
Anti-Graviyt-Instructor
Slingtrainerin
Aerobic B-Lizenz
Tanzpädagogin
Dance-Aerobic-Instructor 
Pole Fitness X-Pert Level 1-4
Spinning Pole X-Pert
Acro Yoga Instructor
Ausbildung in Yogatherapie</p>",,,,,"/workshop/","/event/spagat-i-intensiv"
"Sevilla Pole Camp",,true,,"284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.sevilla-pole-camp.com/",,,"Alle Level","ab 880 €",,,"<p>Sevilla Pole Dance Camp<br>
🚀 Willkommen beim Sevilla Pole Dance Camp - Dein Ticket zu aufregenden Herausforderungen und unvergesslichen Abenteuern!​💪 Tauche ein in die mitreißende Welt des Pole Sports, Exotic, Ultra und Handstand-Perfektion. Bei uns stehen top-ausgebildete Coaches vom CLS PoleSport Studio bereit, um dich mit brandneuen Skills und Tricks zu inspirieren.​🎉 Und als krönender Abschluss deiner Reise erwartet dich eine Party bei CLS PoleSport. Erlebe die geballte kulturelle Ladung von Sevilla bei einer mitreißenden Flamenco-Show, bei der du das Temperament der Stadt hautnah spürst. Und vergiss nicht, die verwinkelten Gassen und historischen Schätze des Stadtzentrums von Sevilla zu erkunden - das Abenteuer beginnt hier!🔥 Sei dabei und lass uns zusammen eine unvergessliche Zeit in Sevilla erleben.</p>
<p><br></p>","<ul class=""font_8"">
  <li><p class=""font_8"">Fran Lomuz</p></li>
  <li><p class=""font_8"">Laura White</p></li>
  <li><p class=""font_8"">Ignacio Riscos</p></li>
</ul>",,,"Sevilla","Spanien",,,,,,2023-11-19T10:25:01Z,,"7d72a74c-96e5-446d-badd-74b4d497db42",2023-12-03T18:22:40Z,,,,,,"/workshop/","/event/sevilla-pole-camp"
"Aerial Art on Fire","Wettkampf",true,"2023-04-15","284241e1-0e53-4183-b67f-34edcfb7c8b1","http://www.steelonfire.net/",,"2023-04-16",,,,,"<p>.</p>",,,,"Windeck",,".","<ul><li>Hoop Beginner</li><li>Hoop Professional</li><li>Hoop Elite</li><li>Hoop Kids</li><li>Hoop TEENS</li><li>Hoop Kids-Teens Elite</li><li>Hoop master 40+</li><li>Hoop Double beginner</li><li>Hoop Double Professional</li><li>Hoop Double Elite</li><li>Aerial moon Single show</li><li>Aerial HAMMOCK Beginner</li><li>Aerial HAMMOCK prof.</li><li>Aerial Silks BEGINNER</li><li>Aerial Silks Prof.</li><li>AERIAL SILKS ELITE Zircus SHOW</li><li>AB 2024</li><li>Lollipop Single</li><li>Chairdance single</li><li>Chairdance Team 2 - 6 PERSONEN</li></ul>",,,,2022-12-23T17:54:17Z,,"7e186356-a467-4e32-b986-a9efc61b92e1",2023-04-17T14:21:04Z,,,true,,,"/workshop/","/event/aerial-art-on-fire"
